,Median Age,Population,Population (White Alone),Population (Black Alone),Population (American Indian or Alaskan Native Alone),Population (Asian Alone),Population (Native Hawaiian and Other Pacific Islander Alone),Population (Two or more races),Household Income,Per Capita Income,Employed,Unemployed,Zipcode
25748,35.9,22052.0,17817.0,333.0,78.0,170.0,8.0,346.0,82702.0,31356.0,11201.0,744.0,78610
25751,33.9,63901.0,50457.0,3520.0,196.0,3954.0,25.0,1744.0,81819.0,33101.0,32226.0,2282.0,78613
25755,28.8,18572.0,10266.0,1762.0,284.0,258.0,0.0,628.0,44334.0,14975.0,7098.0,1061.0,78617
25775,32.2,43655.0,37893.0,1457.0,113.0,801.0,0.0,1114.0,67683.0,27738.0,21938.0,1389.0,78641
25782,39.1,4256.0,3765.0,131.0,0.0,37.0,0.0,65.0,79107.0,37908.0,2476.0,204.0,78652
25783,29.5,14631.0,8136.0,2916.0,197.0,252.0,0.0,290.0,55073.0,21795.0,6701.0,414.0,78653
25789,31.6,67630.0,41989.0,10067.0,258.0,6952.0,0.0,1764.0,72137.0,27021.0,33759.0,2711.0,78660
25793,31.1,51942.0,38563.0,6144.0,244.0,2110.0,15.0,2127.0,62283.0,27852.0,27226.0,2344.0,78664
25803,34.3,51409.0,41412.0,2161.0,590.0,3611.0,14.0,2253.0,89900.0,34144.0,25740.0,1739.0,78681
25804,33.1,5084.0,4097.0,397.0,0.0,335.0,0.0,81.0,63484.0,69865.0,3277.0,314.0,78701
25805,32.5,20643.0,12260.0,3264.0,215.0,363.0,0.0,329.0,35350.0,18767.0,9261.0,1192.0,78702
25806,36.4,19579.0,17589.0,258.0,219.0,943.0,0.0,412.0,85379.0,64283.0,10883.0,382.0,78703
25807,31.8,41616.0,34331.0,1636.0,366.0,581.0,17.0,933.0,47336.0,35317.0,26244.0,1938.0,78704
25808,20.8,29247.0,21882.0,976.0,62.0,4667.0,2.0,586.0,11910.0,10843.0,11056.0,1856.0,78705
25809,-666666666.0,544.0,436.0,0.0,0.0,27.0,0.0,0.0,-666666666.0,1595.0,54.0,27.0,78712
25810,33.5,22278.0,15990.0,1180.0,0.0,3855.0,11.0,581.0,94112.0,39760.0,12034.0,583.0,78717
25811,38.5,1427.0,924.0,4.0,11.0,0.0,0.0,14.0,39794.0,23095.0,615.0,75.0,78719
25812,30.6,11100.0,4375.0,3537.0,159.0,74.0,11.0,198.0,30591.0,14687.0,4232.0,660.0,78721
25813,33.9,5733.0,4387.0,744.0,34.0,140.0,0.0,157.0,44798.0,32028.0,3650.0,255.0,78722
25814,30.2,29869.0,17621.0,8119.0,251.0,553.0,0.0,494.0,41839.0,20478.0,14263.0,1633.0,78723
25815,27.1,20447.0,8798.0,6250.0,58.0,10.0,0.0,850.0,37736.0,13466.0,8270.0,698.0,78724
25816,32.8,6021.0,2354.0,1879.0,0.0,191.0,0.0,92.0,53131.0,19451.0,3058.0,363.0,78725
