,Median Age,Population,Population (White Alone),Population (Black Alone),Population (American Indian or Alaskan Native Alone),Population (Asian Alone),Population (Native Hawaiian and Other Pacific Islander Alone),Population (Two or more races),Household Income,Per Capita Income,Employed,Unemployed,Zipcode
32237,43.8,18948.0,17676.0,157.0,53.0,705.0,0.0,319.0,95539.0,50463.0,8970.0,580.0,78734
32238,38.4,17438.0,15706.0,243.0,27.0,1066.0,15.0,280.0,89245.0,60110.0,9151.0,422.0,78735
32239,43.6,7621.0,6957.0,38.0,38.0,218.0,17.0,229.0,92581.0,47296.0,4289.0,104.0,78736
32240,41.6,14544.0,12928.0,127.0,4.0,659.0,0.0,338.0,127934.0,51269.0,7224.0,279.0,78737
32241,40.5,14795.0,13053.0,132.0,15.0,1091.0,0.0,419.0,128160.0,54116.0,6496.0,439.0,78738
32242,37.6,18442.0,15335.0,214.0,119.0,1608.0,0.0,961.0,132026.0,52040.0,8395.0,419.0,78739
32243,26.7,51770.0,36724.0,5658.0,406.0,1880.0,16.0,1593.0,31657.0,18689.0,29320.0,2668.0,78741
32244,32.8,748.0,586.0,73.0,0.0,0.0,0.0,11.0,37375.0,21168.0,380.0,31.0,78742
32245,28.7,46408.0,32710.0,3330.0,614.0,272.0,17.0,1431.0,42440.0,16744.0,21459.0,1625.0,78744
32246,35.6,59758.0,51616.0,2955.0,219.0,1404.0,40.0,1794.0,55365.0,28827.0,35454.0,2317.0,78745
32247,41.5,27928.0,24245.0,234.0,5.0,2197.0,196.0,845.0,128184.0,80898.0,13774.0,542.0,78746
32248,31.8,18544.0,14846.0,1052.0,358.0,388.0,0.0,559.0,67313.0,26670.0,9262.0,303.0,78747
32249,32.9,46679.0,38478.0,2202.0,56.0,2065.0,69.0,2110.0,70141.0,32018.0,27514.0,1401.0,78748
32250,36.6,36210.0,30269.0,1009.0,153.0,3119.0,0.0,1243.0,89713.0,42215.0,20989.0,1093.0,78749
33041,39.1,28626.0,22983.0,598.0,9.0,3529.0,22.0,1046.0,76285.0,42435.0,14969.0,1209.0,78750
33042,29.0,14441.0,12004.0,200.0,48.0,872.0,0.0,527.0,45726.0,37171.0,9668.0,710.0,78751
33043,30.3,20153.0,12291.0,2334.0,194.0,511.0,0.0,464.0,38841.0,20326.0,10947.0,845.0,78752
33044,30.2,55077.0,33217.0,6195.0,245.0,3307.0,93.0,1182.0,40376.0,20037.0,29455.0,1794.0,78753
33045,33.1,19020.0,10528.0,4034.0,46.0,2812.0,0.0,840.0,53962.0,28179.0,10323.0,1047.0,78754
33046,35.4,8908.0,7482.0,338.0,0.0,564.0,66.0,219.0,64978.0,47118.0,5677.0,140.0,78756
33047,37.8,23118.0,19373.0,372.0,26.0,792.0,0.0,462.0,61497.0,38542.0,13966.0,538.0,78757
33048,30.8,46972.0,30134.0,4505.0,190.0,2952.0,0.0,1317.0,43979.0,24163.0,26256.0,2158.0,78758
33049,38.9,40629.0,32430.0,1561.0,44.0,4490.0,0.0,1486.0,71647.0,48713.0,23910.0,1516.0,78759
