"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2020-01-31,"77378","TX","Houston-The Woodlands-Sugar Land","Montgomery County","Willis",6300,1353,0.0057,0.0005,-0.0011,4560
2020-01-31,"38120","TN","Memphis","Shelby County","Memphis",6301,1818,0.0011,-0.0178,0.0138,5696
2020-01-31,"55371","MN","Minneapolis-St. Paul-Bloomington","Mille Lacs County","Princeton",6302,1320,-0.015,-0.008,0.0352,4910
2020-01-31,"29630","SC","Greenville-Anderson-Mauldin","Pickens County","Central",6303,1074,-0.0057,0.0285,0.07,4053
2020-01-31,"15229","PA","Pittsburgh","Allegheny County","Ross Township",6304,1176,0.0243,0.0145,0.0601,5691
2020-01-31,"89005","NV","Las Vegas-Henderson-Paradise","Clark County","Boulder City",6305,1456,-0.0006,-0.0119,0.045,5850
2020-01-31,"60070","IL","Chicago-Naperville-Elgin","Cook County","Prospect Heights",6306,1385,-0.0091,0.0237,0.0227,5998
2020-01-31,"75409","TX","Dallas-Fort Worth-Arlington","Collin County","Anna",6307,1644,0.0044,0.0068,0.0396,8139
2020-01-31,"60118","IL","Chicago-Naperville-Elgin","Kane County","West Dundee",6308,1557,-0.0001,0.003,0.0248,5907
2020-01-31,"04038","ME","Portland-South Portland","Cumberland County","Gorham",6309,1702,-0.0038,0.0184,0.0175,6678
2020-01-31,"45891","OH","Van Wert","Van Wert County","Van Wert",6310,946,-0.0092,0.0016,0.0309,4396
2020-01-31,"01028","MA","Springfield","Hampden County","East Longmeadow",6311,1557,0.0163,0.0188,0.0445,6055
2020-01-31,"19975","DE","Salisbury","Sussex County","Selbyville",6312,1628,0.02,0.0315,0.0534,6767
2020-01-31,"03303","NH","Concord","Merrimack County","Concord",6313,1447,-0.007,-0.0496,0.0302,5302
2020-01-31,"35967","AL","Fort Payne","De Kalb County","Fort Payne",6314,847,0.0128,0.0333,0.0118,5147
2020-01-31,"81507","CO","Grand Junction","Mesa County","Grand Junction",6315,1466,0.0118,0.0685,0.095,7086
2020-01-31,"62249","IL","St. Louis","Madison County","Highland",6316,982,0.0061,0.0171,0.0452,6405
2020-01-31,"39204","MS","Jackson","Hinds County","Jackson",6317,806,0.014,0.0474,0.0537,5259
2020-01-31,"19707","DE","Philadelphia-Camden-Wilmington","New Castle County","Hockessin",6318,1571,-0.0228,-0.0218,-0.0922,6366
2020-01-31,"29118","SC","Orangeburg","Orangeburg County","Orangeburg",6319,852,-0.0143,-0.0143,-0.0713,4792
2020-01-31,"13219","NY","Syracuse","Onondaga County","Fairmount",6320,1274,0.0116,0.0298,0.0621,6627
2020-01-31,"77441","TX","Houston-The Woodlands-Sugar Land","Fort Bend County","Fulshear",6321,2393,0.0101,-0.008,-0.0653,8633
2020-01-31,"30354","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",6322,1282,-0.0018,-0.0129,0.0295,5614
2020-01-31,"45246","OH","Cincinnati","Hamilton County","Springdale",6323,1295,-0.0017,-0.0006,0.0268,4078
2020-01-31,"35475","AL","Tuscaloosa","Tuscaloosa County","Northport",6324,1204,-0.0027,-0.0012,-0.006,5463
2020-01-31,"77030","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",6325,1554,-0.0285,-0.0109,-0.0064,6495
2020-01-31,"45320","OH",,"Preble County","Eaton",6326,1026,-0.0176,0.0038,0.0403,5546
2020-01-31,"27370","NC","Greensboro-High Point","Randolph County","Trinity",6327,782,-0.0098,0.0059,-0.0285,5103
2020-01-31,"32317","FL","Tallahassee","Leon County","Tallahassee",6328,1319,-0.0043,0.0063,0.037,5181
2020-01-31,"97381","OR","Salem","Marion County","Silverton",6329,1531,-0.014,-0.0085,0.0687,3637
2020-01-31,"46615","IN","South Bend-Mishawaka","Saint Joseph County","South Bend",6330,909,0.0042,0.0462,-0.001,5585
2020-01-31,"57350","SD","Huron","Beadle County","Huron",6331,896,0.0088,0.0022,0.0047,4417
2020-01-31,"47167","IN","Louisville/Jefferson County","Washington County","Salem",6332,973,0.0018,-0.0311,0.0213,5096
2020-01-31,"08837","NJ","New York-Newark-Jersey City","Middlesex County","Edison",6333,1723,-0.0012,-0.0028,-0.0159,4618
2020-01-31,"33327","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Weston",6334,2269,0.0083,-0.0187,0.0345,10081
2020-01-31,"55008","MN","Minneapolis-St. Paul-Bloomington","Isanti County","Cambridge",6335,1330,-0.0168,0.0009,0.0154,5875
2020-01-31,"93725","CA","Fresno","Fresno County","Fresno",6336,1198,0.0106,-0.0002,0.0475,4771
2020-01-31,"78701","TX","Austin-Round Rock","Travis County","Austin",6337,2426,0.0188,0.0433,0.0809,7033
2020-01-31,"27525","NC","Raleigh","Franklin County","Franklinton",6338,1124,0.0211,-0.049,-0.0412,5593
2020-01-31,"35210","AL","Birmingham-Hoover","Jefferson County","Irondale",6339,959,-0.0075,-0.0218,-0.0491,5468
2020-01-31,"49331","MI","Grand Rapids-Wyoming","Kent County","Lowell",6340,1548,0.0182,0.0583,0.11,4692
2020-01-31,"33981","FL","Punta Gorda","Charlotte County","Port Charlotte",6341,1645,0.0216,0.057,0.03,7108
2020-01-31,"92844","CA","Los Angeles-Long Beach-Anaheim","Orange County","Garden Grove",6342,2498,-0.0041,-0.0011,0.001,4643
2020-01-31,"35111","AL","Tuscaloosa","Tuscaloosa County","Lake View",6343,1041,-0.0011,-0.0147,-0.0497,6095
2020-01-31,"77011","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",6344,1282,0.0139,0.0064,-0.041,4571
2020-01-31,"60436","IL","Chicago-Naperville-Elgin","Will County","Joliet",6345,1337,-0.0069,-0.0205,-0.0058,4088
2020-01-31,"76115","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",6346,1255,-0.0039,-0.0228,0.0568,4925
2020-01-31,"38019","TN","Memphis","Tipton County","Covington",6347,991,0.0171,0.0844,0.0525,5395
2020-01-31,"35121","AL","Birmingham-Hoover","Blount County","Oneonta",6348,909,0.0099,-0.022,0.0164,4547
2020-01-31,"87113","NM","Albuquerque","Bernalillo County","Albuquerque",6349,1294,0.0047,0.0231,0.057,5331
2020-01-31,"55364","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Mound",6350,1616,-0.0001,0.0225,0.0623,6716
2020-01-31,"23707","VA","Virginia Beach-Norfolk-Newport News","Portsmouth City","Portsmouth",6351,1094,-0.0026,-0.0126,0.026,5070
2020-01-31,"37135","TN","Nashville-Davidson--Murfreesboro--Franklin","Williamson County","Nolensville",6352,1891,0.0064,0.0249,0.0611,8702
2020-01-31,"90270","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Maywood",6353,2279,0.007,0.0162,0.0029,3094
2020-01-31,"56345","MN",,"Morrison County","Little Falls",6354,1346,0.0186,0.0549,0.0933,5790
2020-01-31,"15214","PA","Pittsburgh","Allegheny County","Pittsburgh",6355,1074,0.0144,0.0098,0.0329,5584
2020-01-31,"02359","MA","Boston-Cambridge-Newton","Plymouth County","Pembroke",6356,2113,0.0092,0.0574,0.0613,6634
2020-01-31,"97216","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",6357,1616,0.0023,0.0351,0.0523,5251
2020-01-31,"80534","CO","Greeley","Weld County","Johnstown",6358,1718,-0.0168,-0.0146,0.0435,6872
2020-01-31,"06351","CT","Norwich-New London","New London County","Griswold",6359,1209,0.0108,0.0263,0.0131,6494
2020-01-31,"30747","GA","Summerville","Chattooga County","Summerville",6360,1023,0.0045,-0.0107,0.0755,5090
2020-01-31,"07067","NJ","New York-Newark-Jersey City","Middlesex County","Colonia",6361,1962,0.0042,0.0158,-0.0176,6356
2020-01-31,"36502","AL","Atmore","Escambia County","Atmore",6362,894,-0.0298,-0.0437,-0.0627,4949
2020-01-31,"93013","CA","Santa Maria-Santa Barbara","Santa Barbara County","Carpinteria",6363,3788,0.0244,0.0408,0.0473,4749
2020-01-31,"61114","IL","Rockford","Winnebago County","Rockford",6364,1167,0.0071,-0.0144,-0.0049,5741
2020-01-31,"75670","TX","Marshall","Harrison County","Marshall",6365,766,0.0207,0.0091,-0.0942,6012
2020-01-31,"75236","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",6366,1387,-0.0219,-0.0248,0.0875,3342
2020-01-31,"02664","MA","Barnstable Town","Barnstable County","Yarmouth",6367,1806,0.0083,-0.0145,0.0085,6676
2020-01-31,"23901","VA",,"Prince Edward County","Farmville",6368,1206,-0.0163,-0.0039,0.0221,1876
2020-01-31,"42276","KY",,"Logan County","Russellville",6369,848,-0.02,-0.0003,0.0142,5047
2020-01-31,"93111","CA","Santa Maria-Santa Barbara","Santa Barbara County","Santa Barbara",6370,3614,-0.0058,0.002,0.0428,5544
2020-01-31,"46404","IN","Chicago-Naperville-Elgin","Lake County","Gary",6371,833,0.0121,0.0361,0.0033,6632
2020-01-31,"01776","MA","Boston-Cambridge-Newton","Middlesex County","Sudbury",6372,2560,-0.0153,-0.025,0.0145,6223
2020-01-31,"48341","MI","Detroit-Warren-Dearborn","Oakland County","Pontiac",6373,1103,-0.0113,0.0057,0.0259,6245
2020-01-31,"49047","MI","South Bend-Mishawaka","Cass County","Dowagiac",6374,943,0.0015,-0.0423,-0.0206,1190
2020-01-31,"32310","FL","Tallahassee","Leon County","Tallahassee",6375,956,0.0104,0.0255,0.0383,3871
2020-01-31,"31029","GA","Macon-Bibb County","Monroe County","Forsyth",6376,1072,-0.0084,-0.0075,0.0346,5523
2020-01-31,"22301","VA","Washington-Arlington-Alexandria","Alexandria City","Alexandria",6377,1938,-0.0232,-0.0277,0.0105,5466
2020-01-31,"33305","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Fort Lauderdale",6378,1830,-0.0055,-0.0036,0.0018,9381
2020-01-31,"06897","CT","Bridgeport-Stamford-Norwalk","Fairfield County","Wilton",6379,2375,-0.0095,-0.0153,-0.0296,6462
2020-01-31,"19001","PA","Philadelphia-Camden-Wilmington","Montgomery County","Abington Township",6380,1432,-0.0073,-0.0066,0.0027,5941
2020-01-31,"15226","PA","Pittsburgh","Allegheny County","Pittsburgh",6381,1081,-0.012,-0.0188,0.0205,5855
2020-01-31,"98467","WA","Seattle-Tacoma-Bellevue","Pierce County","University Place",6382,1760,0.0048,0.0221,0.0587,4822
2020-01-31,"90212","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Beverly Hills",6383,5109,-0.0197,-0.0403,0.0061,3003
2020-01-31,"94019","CA","San Francisco-Oakland-Hayward","San Mateo County","Half Moon Bay",6384,3643,0.0104,0.0085,0.0397,5193
2020-01-31,"46303","IN","Chicago-Naperville-Elgin","Lake County","Cedar Lake",6385,1185,-0.0096,-0.0061,0.0087,6978
2020-01-31,"02806","RI","Providence-Warwick","Bristol County","Barrington",6386,2011,0.0114,0.0301,-0.0132,6314
2020-01-31,"55108","MN","Minneapolis-St. Paul-Bloomington","Ramsey County","Saint Paul",6387,1502,0.0162,0.0148,0.0338,4215
2020-01-31,"10580","NY","New York-Newark-Jersey City","Westchester County","Rye",6388,2541,-0.022,-0.0348,-0.0515,1650
2020-01-31,"30707","GA","Chattanooga","Walker County","Chickamauga",6389,992,-0.0039,0.0114,0.0449,5666
2020-01-31,"57703","SD","Rapid City","Pennington County","Rapid Valley",6390,1064,-0.0174,-0.0014,-0.0321,5503
2020-01-31,"29624","SC","Greenville-Anderson-Mauldin","Anderson County","Anderson",6391,801,0.0001,0.0182,0.0069,1135
2020-01-31,"44425","OH","Youngstown-Warren-Boardman","Trumbull County","Hubbard",6392,849,0.0177,0.0734,0.0995,5736
2020-01-31,"64024","MO","Kansas City","Clay County","Excelsior Springs",6393,1072,-0.0177,-0.0238,0.0939,6280
2020-01-31,"87544","NM","Los Alamos","Los Alamos County","Los Alamos",6394,1513,-0.0125,0.0004,0.0541,5573
2020-01-31,"78726","TX","Austin-Round Rock","Travis County","Austin",6395,1892,-0.0248,-0.04,0.0172,3325
2020-01-31,"96021","CA","Red Bluff","Tehama County","Corning",6396,1190,-0.0225,-0.0364,0.0848,4068
2020-01-31,"46807","IN","Fort Wayne","Allen County","Fort Wayne",6397,784,-0.0175,-0.0139,0.075,6181
2020-01-31,"93110","CA","Santa Maria-Santa Barbara","Santa Barbara County","Santa Barbara",6398,3743,0.0011,0.0077,0.0176,4324
2020-01-31,"31545","GA","Jesup","Wayne County","Jesup",6399,957,0.0026,0.0079,0.0143,4248
2020-01-31,"59803","MT","Missoula","Missoula County","Missoula",6400,1438,0.0102,0.0096,0.0634,5905
2020-01-31,"16504","PA","Erie","Erie County","Erie",6401,888,0.0129,0.0292,0.0538,5762
2020-01-31,"22026","VA","Washington-Arlington-Alexandria","Prince William County","Dumfries",6402,1870,0.0028,0.0094,0.0315,5821
2020-01-31,"45804","OH","Lima","Allen County","Lima",6403,755,-0.0023,0.0503,0.0624,5336
2020-01-31,"10018","NY","New York-Newark-Jersey City","New York County","New York",6404,3525,-0.0116,-0.0189,0.0153,3947
2020-01-31,"46755","IN","Kendallville","Noble County","Kendallville",6405,929,-0.013,0.0202,0.0383,5222
2020-01-31,"47170","IN","Louisville/Jefferson County","Scott County","Scottsburg",6406,934,0.0022,-0.0197,0.0099,4870
2020-01-31,"02067","MA","Boston-Cambridge-Newton","Norfolk County","Sharon",6407,2431,-0.0185,-0.0143,0.0556,6233
2020-01-31,"35757","AL","Huntsville","Madison County","Madison",6408,1331,0.004,0.0142,0.1226,6408
2020-01-31,"48324","MI","Detroit-Warren-Dearborn","Oakland County","West Bloomfield",6409,1946,-0.0119,-0.0415,-0.0185,7954
2020-01-31,"81503","CO","Grand Junction","Mesa County","Grand Junction",6410,1246,0.0064,0.0347,0.0851,6349
2020-01-31,"07079","NJ","New York-Newark-Jersey City","Essex County","South Orange",6411,1882,-0.0073,-0.0157,0.0001,5223
2020-01-31,"36527","AL","Daphne-Fairhope-Foley","Baldwin County","Spanish Fort",6412,1392,-0.0014,0.0085,0.0162,7523
2020-01-31,"75633","TX",,"Panola County","Carthage",6413,1312,0.0059,0.0219,0.0204,4572
2020-01-31,"36426","AL","Atmore","Escambia County","Brewton",6414,861,-0.0121,-0.0124,-0.014,5508
2020-01-31,"30276","GA","Atlanta-Sandy Springs-Roswell","Coweta County","Senoia",6415,1468,0.0091,0.0172,0.0762,9029
2020-01-31,"65265","MO","Mexico","Audrain County","Mexico",6416,841,0.0225,0.0077,-0.0044,6479
2020-01-31,"35094","AL","Birmingham-Hoover","Jefferson County","Leeds",6417,885,0.0094,0.0081,-0.0772,5426
2020-01-31,"90305","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Inglewood",6418,2815,-0.0178,-0.0222,0.0428,5008
2020-01-31,"45206","OH","Cincinnati","Hamilton County","Cincinnati",6419,1293,-0.0152,-0.0122,0.006,3533
2020-01-31,"33315","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Fort Lauderdale",6420,1642,-0.0052,-0.0216,-0.0128,7144
2020-01-31,"33184","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Tamiami",6421,1851,0,-0.0126,-0.0001,6502
2020-01-31,"17837","PA","Lewisburg","Union County","Lewisburg",6422,1196,0.0031,0.018,-0.0603,6179
2020-01-31,"08904","NJ","New York-Newark-Jersey City","Middlesex County","Highland Park",6423,2012,0.0013,-0.0164,0.0174,3467
2020-01-31,"60131","IL","Chicago-Naperville-Elgin","Cook County","Franklin Park",6424,1424,-0.0063,0.0029,-0.0249,5965
2020-01-31,"30830","GA","Augusta-Richmond County","Burke County","Waynesboro",6425,1100,0.0111,-0.0033,0.0058,3708
2020-01-31,"36054","AL","Montgomery","Elmore County","Millbrook",6426,908,-0.0146,-0.0176,-0.0645,4977
2020-01-31,"78645","TX","Austin-Round Rock","Travis County","Lago Vista",6427,1576,-0.0158,0.004,0.0206,7686
2020-01-31,"78732","TX","Austin-Round Rock","Travis County","Austin",6428,1781,-0.0175,0.013,-0.0392,6202
2020-01-31,"20737","MD","Washington-Arlington-Alexandria","Prince Georges County","East Riverdale",6429,1655,0.0004,-0.0067,-0.0407,4088
2020-01-31,"29860","SC","Augusta-Richmond County","Aiken County","North Augusta",6430,1232,-0.0049,-0.005,0.052,5736
2020-01-31,"99353","WA","Kennewick-Richland","Benton County","West Richland",6431,1262,0.0009,0.0387,0.0997,6140
2020-01-31,"32827","FL","Orlando-Kissimmee-Sanford","Orange County","Orlando",6432,1613,-0.0128,-0.0506,-0.1225,6964
2020-01-31,"37663","TN","Kingsport-Bristol-Bristol","Sullivan County","Kingsport",6433,959,-0.0063,-0.0236,-0.0134,6044
2020-01-31,"64870","MO","Joplin","Jasper County","Webb City",6434,853,0.0014,-0.0114,-0.0356,6381
2020-01-31,"72543","AR",,"Cleburne County","Heber Springs",6435,921,-0.0134,-0.0339,-0.0197,6930
2020-01-31,"44654","OH",,"Holmes County","Millersburg",6436,990,0.0171,-0.0113,-0.0279,5821
2020-01-31,"34949","FL","Port St. Lucie","Saint Lucie County","Fort Pierce",6437,2057,0.0044,0.0462,0.0988,9998
2020-01-31,"63050","MO","St. Louis","Jefferson County","Hillsboro",6438,945,0.0083,0.0082,-0.0075,6238
2020-01-31,"77447","TX","Houston-The Woodlands-Sugar Land","Harris County","Hockley",6439,1485,0.0204,0.0259,0.0756,6406
2020-01-31,"45432","OH","Dayton","Greene County","Beavercreek",6440,1083,-0.0191,-0.0689,0.2458,6004
2020-01-31,"94705","CA","San Francisco-Oakland-Hayward","Alameda County","Berkeley",6441,3145,-0.0207,-0.0354,-0.0088,4153
2020-01-31,"02863","RI","Providence-Warwick","Providence County","Central Falls",6442,1315,0.0032,0.032,0.0307,2773
2020-01-31,"72202","AR","Little Rock-North Little Rock-Conway","Pulaski County","Little Rock",6443,873,-0.0027,0.0174,0.0208,4112
2020-01-31,"99669","AK",,"Kenai Peninsula Borough","Soldotna",6444,1347,0.0223,0.0165,0.0003,7366
2020-01-31,"22025","VA","Washington-Arlington-Alexandria","Prince William County","Dumfries",6445,2011,0.0052,0.0013,0.0199,6820
2020-01-31,"10960","NY","New York-Newark-Jersey City","Rockland County","Orangetown",6446,2185,0.0132,0.0175,0.0682,4129
2020-01-31,"91390","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Santa Clarita",6447,2647,-0.0093,0.0051,0.0033,6776
2020-01-31,"60173","IL","Chicago-Naperville-Elgin","Cook County","Schaumburg",6448,1601,0.0106,-0.0011,-0.013,4195
2020-01-31,"75601","TX","Longview","Gregg County","Longview",6449,981,0.007,-0.0101,-0.0382,5327
2020-01-31,"75169","TX",,"Van Zandt County","Wills Point",6450,1107,0.0002,0.0035,-0.0464,5025
2020-01-31,"44041","OH","Ashtabula","Ashtabula County","Geneva",6451,864,-0.0027,0.0682,-0.0078,5689
2020-01-31,"19054","PA","Philadelphia-Camden-Wilmington","Bucks County","Levittown",6452,1563,0.003,0.0329,0.106,5370
2020-01-31,"53575","WI","Madison","Dane County","Oregon",6453,1431,0.0072,0.0244,0.0295,3441
2020-01-31,"14222","NY","Buffalo-Cheektowaga-Niagara Falls","Erie County","Buffalo",6454,1189,0.0067,-0.0055,0.0115,3341
2020-01-31,"27592","NC","Raleigh","Wake County","Willow Spring",6455,1421,-0.0057,-0.0478,-0.0001,5990
2020-01-31,"45229","OH","Cincinnati","Hamilton County","Cincinnati",6456,1135,0.0058,0.0081,0.0198,2766
2020-01-31,"76643","TX","Waco","McLennan County","Hewitt",6457,1199,0.0124,0.0699,0.0963,4923
2020-01-31,"25401","WV","Hagerstown-Martinsburg","Berkeley County","Martinsburg",6458,1088,-0.0014,0.028,0.01,5263
2020-01-31,"19968","DE","Salisbury","Sussex County","Milton",6459,1537,0.0079,-0.0092,0.0287,5568
2020-01-31,"40514","KY","Lexington-Fayette","Fayette County","Lexington",6460,1310,0.0005,0.009,0.0223,6151
2020-01-31,"49080","MI","Holland","Allegan County","Gunplain",6461,966,0.0059,0.006,0.0385,4347
2020-01-31,"28465","NC","Myrtle Beach-Conway-North Myrtle Beach","Brunswick County","Oak Island",6462,1432,-0.0256,-0.0062,0.0963,10692
2020-01-31,"44030","OH","Ashtabula","Ashtabula County","Conneaut",6463,795,0.0108,0.0224,-0.0054,6202
2020-01-31,"02726","MA","Providence-Warwick","Bristol County","Somerset",6464,1447,0.0143,0.0278,-0.016,5756
2020-01-31,"37617","TN","Kingsport-Bristol-Bristol","Sullivan County","Blountville",6465,907,-0.0037,-0.0358,-0.0138,5223
2020-01-31,"91204","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Glendale",6466,2636,0.0044,0.028,0.0284,2246
2020-01-31,"55413","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Minneapolis",6467,1622,0.0027,-0.0134,0.0213,4745
2020-01-31,"29153","SC","Sumter","Sumter County","Sumter",6468,849,-0.0017,-0.0135,-0.0009,4613
2020-01-31,"18040","PA","Allentown-Bethlehem-Easton","Northampton County","Forks Township",6469,1384,0.0015,0.0022,0.0328,6532
2020-01-31,"54843","WI",,"Sawyer County","Hayward",6470,991,-0.0021,0.0345,0.0546,1682
2020-01-31,"97739","OR","Bend-Redmond","Deschutes County","La Pine",6471,1529,-0.0026,0.045,0.1003,2933
2020-01-31,"28791","NC","Asheville","Henderson County","Hendersonville",6472,1453,-0.011,-0.0153,0.0188,6536
2020-01-31,"91105","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Pasadena",6473,3462,0.0137,0.0173,0.0336,6187
2020-01-31,"10549","NY","New York-Newark-Jersey City","Westchester County","Mount Kisco",6474,2383,-0.0003,-0.0012,0.0154,2355
2020-01-31,"28365","NC","Goldsboro","Wayne County","Mount Olive",6475,1061,0.0093,0.0366,0.0356,4061
2020-01-31,"32656","FL","Jacksonville","Clay County","Keystone Heights",6476,1305,-0.0113,-0.0096,0.005,4078
2020-01-31,"60104","IL","Chicago-Naperville-Elgin","Cook County","Bellwood",6477,1438,-0.0054,0.0042,0.0598,5811
2020-01-31,"78404","TX","Corpus Christi","Nueces County","Corpus Christi",6478,1122,-0.0027,0.0017,-0.0703,5228
2020-01-31,"29902","SC","Hilton Head Island-Bluffton-Beaufort","Beaufort County","Beaufort",6479,1467,-0.0012,-0.0008,0.0142,6435
2020-01-31,"61102","IL","Rockford","Winnebago County","Rockford",6480,794,-0.0193,0.0309,0.0284,5811
2020-01-31,"98045","WA","Seattle-Tacoma-Bellevue","King County","North Bend",6481,1977,0.0008,0.0032,0.0332,5695
2020-01-31,"99503","AK","Anchorage","Anchorage Borough","Anchorage",6482,1533,0.0046,-0.0027,0.0143,3378
2020-01-31,"08110","NJ","Philadelphia-Camden-Wilmington","Camden County","Pennsauken",6483,1282,0.004,0.0001,0.0421,5878
2020-01-31,"44321","OH","Akron","Summit County","Copley",6484,1049,-0.0109,-0.0187,0.0696,5391
2020-01-31,"29657","SC","Greenville-Anderson-Mauldin","Pickens County","Liberty",6485,1043,-0.0063,-0.0013,0.0256,4039
2020-01-31,"31533","GA","Douglas","Coffee County","Douglas",6486,937,-0.0012,-0.0392,-0.0057,4401
2020-01-31,"49319","MI","Grand Rapids-Wyoming","Kent County","Cedar Springs",6487,1352,-0.011,0.0051,0.0583,5937
2020-01-31,"11030","NY","New York-Newark-Jersey City","Nassau County","Manhasset",6488,3424,-0.012,-0.0378,-0.063,7320
2020-01-31,"76207","TX","Dallas-Fort Worth-Arlington","Denton County","Denton",6489,1483,-0.0108,-0.0305,-0.0924,5620
2020-01-31,"08691","NJ","Trenton","Mercer County","Robbinsville Township",6490,1881,-0.0029,0.0069,0.0151,6443
2020-01-31,"30317","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",6491,1425,0.0103,0.0185,0.0427,6561
2020-01-31,"37083","TN","Nashville-Davidson--Murfreesboro--Franklin","Macon County","Lafayette",6492,952,-0.0289,-0.0347,0.0075,5123
2020-01-31,"77591","TX","Houston-The Woodlands-Sugar Land","Galveston County","Texas City",6493,1208,-0.0017,-0.0097,-0.0079,4128
2020-01-31,"40965","KY","Middlesborough","Bell County","Middlesboro",6494,851,0.0152,-0.0124,0.005,2944
2020-01-31,"46122","IN","Indianapolis-Carmel-Anderson","Hendricks County","Danville",6495,1291,-0.0016,0.0115,0.0239,5843
2020-01-31,"96743","HI","Hilo","Hawaii County","Waimea",6496,2484,0.0163,0.0699,0.0775,6973
2020-01-31,"71655","AR",,"Drew County","Monticello",6497,801,0.0278,0.0142,0.0241,4297
2020-01-31,"93514","CA",,"Inyo County","Bishop",6498,2060,0.0296,0.0044,0.0136,6615
2020-01-31,"92075","CA","San Diego-Carlsbad","San Diego County","Solana Beach",6499,4116,-0.0116,0.0012,0.068,5690
2020-01-31,"27006","NC","Winston-Salem","Davie County","Advance",6500,1325,-0.0168,-0.0142,0.0257,6144
2020-01-31,"32011","FL","Jacksonville","Nassau County","Callahan",6501,1458,-0.0192,-0.0296,0.0172,3527
2020-01-31,"68310","NE","Beatrice","Gage County","Beatrice",6502,912,0.0008,0.0042,-0.0288,5502
2020-01-31,"94503","CA","Napa","Napa County","American Canyon",6503,2526,-0.0009,-0.0076,-0.0065,5434
2020-01-31,"53073","WI","Sheboygan","Sheboygan County","Plymouth",6504,907,-0.0051,-0.0422,-0.1396,1417
2020-01-31,"44140","OH","Cleveland-Elyria","Cuyahoga County","Bay Village",6505,1372,0.0183,0.0008,0.031,6623
2020-01-31,"64117","MO","Kansas City","Jackson County","Kansas City",6506,981,0.0097,0.0095,0.0331,4637
2020-01-31,"19462","PA","Philadelphia-Camden-Wilmington","Montgomery County","Plymouth Township",6507,1819,0.0087,0.0413,0.0743,5333
2020-01-31,"28467","NC","Myrtle Beach-Conway-North Myrtle Beach","Brunswick County","Carolina Shores",6508,1339,-0.0012,0.0056,0.0262,7992
2020-01-31,"64056","MO","Kansas City","Jackson County","Independence",6509,950,-0.0025,-0.0071,-0.0045,5759
2020-01-31,"39074","MS",,"Scott County","Forest",6510,893,0.0164,-0.0127,-0.05,3192
2020-01-31,"11356","NY","New York-Newark-Jersey City","Queens County","New York",6511,2224,-0.0085,-0.0081,-0.0003,7919
2020-01-31,"85650","AZ","Sierra Vista-Douglas","Cochise County","Sierra Vista",6512,1159,-0.0069,-0.031,0.0099,5598
2020-01-31,"98903","WA","Yakima","Yakima County","Yakima",6513,1132,-0.0079,-0.0405,-0.0055,5319
2020-01-31,"60490","IL","Chicago-Naperville-Elgin","Will County","Bolingbrook",6514,1805,-0.0151,0.0053,0.0103,3611
2020-01-31,"74429","OK","Tulsa","Wagoner County","Coweta",6515,1024,-0.0145,-0.0191,0.0355,5693
2020-01-31,"63132","MO","St. Louis","Saint Louis County","Olivette",6516,1045,0.0085,0.0361,0.0689,4910
2020-01-31,"56003","MN","Mankato-North Mankato","Nicollet County","North Mankato",6517,1310,0.0174,0.0983,0.1314,5616
2020-01-31,"98233","WA","Mount Vernon-Anacortes","Skagit County","Burlington",6518,1654,-0.0113,-0.0034,0.0408,4757
2020-01-31,"22603","VA","Winchester","Frederick County","Winchester",6519,1407,-0.007,-0.0127,0.0194,4608
2020-01-31,"33523","FL","Tampa-St. Petersburg-Clearwater","Hernando County","Ridge Manor",6520,1197,0.0041,-0.0031,0.0116,5551
2020-01-31,"43950","OH","Wheeling","Belmont County","Saint Clairsville",6521,1041,-0.0248,-0.0567,-0.164,5235
2020-01-31,"77028","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",6522,1235,0.0063,0.0101,-0.0474,6087
2020-01-31,"73801","OK","Woodward","Woodward County","Woodward",6523,815,0.0033,-0.0075,-0.0344,5233
2020-01-31,"02189","MA","Boston-Cambridge-Newton","Norfolk County","Weymouth",6524,2056,-0.0126,-0.0152,0.0004,4862
