"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2020-01-31,"60657","IL","Chicago-Naperville-Elgin","Cook County","Chicago",0,1996,-0.0278,-0.061,-0.0146,32023
2020-01-31,"77494","TX","Houston-The Woodlands-Sugar Land","Harris County","Katy",1,1778,0.0013,0.0079,0.0022,43054
2020-01-31,"77449","TX","Houston-The Woodlands-Sugar Land","Harris County","Katy",2,1443,-0.0071,0.0247,0.0179,41100
2020-01-31,"10002","NY","New York-Newark-Jersey City","New York County","New York",3,3605,-0.0139,-0.0316,0.0223,12425
2020-01-31,"77084","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",4,1438,0.0013,0.0122,0.0216,31001
2020-01-31,"79936","TX","El Paso","El Paso County","El Paso",5,991,0.0146,0.0439,0.037,32461
2020-01-31,"60640","IL","Chicago-Naperville-Elgin","Cook County","Chicago",6,1651,0.0038,-0.0077,0.0222,21699
2020-01-31,"11226","NY","New York-Newark-Jersey City","Kings County","New York",7,2174,0.0034,-0.0202,0.0273,10898
2020-01-31,"10467","NY","New York-Newark-Jersey City","Bronx County","New York",8,1842,0.0209,0.0331,0.0537,11447
2020-01-31,"78660","TX","Austin-Round Rock","Travis County","Pflugerville",9,1521,-0.0038,0.03,0.0525,35734
2020-01-31,"94109","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",10,4406,-0.0056,-0.0125,0.0093,9973
2020-01-31,"10016","NY","New York-Newark-Jersey City","New York County","New York",11,3365,-0.0073,-0.0112,0.0384,30892
2020-01-31,"37013","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County","Nashville",12,1337,0.0026,0.0017,-0.0143,28487
2020-01-31,"60647","IL","Chicago-Naperville-Elgin","Cook County","Chicago",13,1824,-0.0278,-0.0528,-0.0074,22501
2020-01-31,"11201","NY","New York-Newark-Jersey City","Kings County","New York",14,3045,0.0022,0.0452,0.0958,27413
2020-01-31,"11235","NY","New York-Newark-Jersey City","Kings County","New York",15,2081,-0.002,-0.0308,-0.003,30277
2020-01-31,"11375","NY","New York-Newark-Jersey City","Queens County","New York",16,2115,0.0046,0.0005,0.0139,43418
2020-01-31,"90250","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Hawthorne",17,2585,-0.0058,-0.0147,-0.0001,15057
2020-01-31,"78130","TX","San Antonio-New Braunfels","Comal County","New Braunfels",18,1385,-0.0018,0.0054,0.0035,30537
2020-01-31,"37211","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County","Nashville",19,1374,0.0035,0.0091,0.0205,25017
2020-01-31,"10029","NY","New York-Newark-Jersey City","New York County","New York",20,3150,-0.0108,-0.0149,0.0015,7697
2020-01-31,"10009","NY","New York-Newark-Jersey City","New York County","New York",21,3416,-0.0078,-0.0126,0.0063,7574
2020-01-31,"77573","TX","Houston-The Woodlands-Sugar Land","Galveston County","League City",22,1359,0.0091,0.0043,-0.0406,32462
2020-01-31,"60618","IL","Chicago-Naperville-Elgin","Cook County","Chicago",23,1739,-0.0185,-0.0437,-0.008,22194
2020-01-31,"77584","TX","Houston-The Woodlands-Sugar Land","Brazoria County","Pearland",24,1590,0.0098,0.0156,-0.0016,29391
2020-01-31,"20002","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",25,2329,0.0018,-0.0087,0.0133,26717
2020-01-31,"10128","NY","New York-Newark-Jersey City","New York County","New York",26,3610,-0.0295,-0.0591,-0.0812,25112
2020-01-31,"28269","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",27,1302,-0.0055,0.0078,0.0386,29431
2020-01-31,"78613","TX","Austin-Round Rock","Williamson County","Cedar Park",28,1552,0.0059,0.0046,0.0041,30502
2020-01-31,"77433","TX","Houston-The Woodlands-Sugar Land","Harris County","Cypress",29,1542,0.0026,0.0012,0.0347,39425
2020-01-31,"78572","TX","McAllen-Edinburg-Mission","Hidalgo County","Mission",30,832,0.005,0.0098,-0.0063,21733
2020-01-31,"30349","GA","Atlanta-Sandy Springs-Roswell","Clayton County","Riverdale",31,1213,0.0063,0.0117,0.0582,30565
2020-01-31,"79912","TX","El Paso","El Paso County","El Paso",32,1176,0.023,0.0161,0.0479,23043
2020-01-31,"75052","TX","Dallas-Fort Worth-Arlington","Dallas County","Grand Prairie",33,1327,-0.0139,0.0161,0.0137,29967
2020-01-31,"94565","CA","San Francisco-Oakland-Hayward","Contra Costa County","Pittsburg",34,2283,-0.0128,-0.0081,0.0275,47500
2020-01-31,"37042","TN","Clarksville","Montgomery County","Clarksville",35,914,0.0032,0.0127,0.035,30442
2020-01-31,"11206","NY","New York-Newark-Jersey City","Kings County","New York",36,2664,-0.0118,0.0252,0.0531,11572
2020-01-31,"73099","OK","Oklahoma City","Canadian County","Yukon",37,1159,-0.0016,0.0006,0.0083,29534
2020-01-31,"90046","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",38,3212,-0.0032,-0.0056,0.0195,12863
2020-01-31,"20009","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",39,2606,-0.0049,-0.0114,0.0188,21041
2020-01-31,"77429","TX","Houston-The Woodlands-Sugar Land","Harris County","Cypress",40,1350,-0.0011,-0.003,-0.0389,33162
2020-01-31,"78245","TX","San Antonio-New Braunfels","Bexar County","San Antonio",41,1252,0.0059,0.0112,-0.0202,30294
2020-01-31,"77479","TX","Houston-The Woodlands-Sugar Land","Fort Bend County","Sugar Land",42,1768,-0.0034,0.0074,-0.0206,30595
2020-01-31,"10462","NY","New York-Newark-Jersey City","Bronx County","New York",43,1821,0.0077,0.0649,0.1037,10474
2020-01-31,"10456","NY","New York-Newark-Jersey City","Bronx County","New York",44,1936,-0.0181,0.0067,0.086,3913
2020-01-31,"60613","IL","Chicago-Naperville-Elgin","Cook County","Chicago",45,1702,-0.0065,-0.0473,0.0068,25663
2020-01-31,"30044","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Lawrenceville",46,1435,0.0136,0.0303,0.0425,30590
2020-01-31,"10019","NY","New York-Newark-Jersey City","New York County","New York",47,3807,-0.0044,-0.0154,0.0124,21748
2020-01-31,"63376","MO","St. Louis","Saint Charles County","Saint Peters",48,1256,0.0239,0.0617,0.0576,30021
2020-01-31,"28277","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",49,1619,-0.004,0.0111,0.047,29979
2020-01-31,"60625","IL","Chicago-Naperville-Elgin","Cook County","Chicago",50,1654,-0.0091,-0.0265,0.0035,16091
2020-01-31,"30043","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Lawrenceville",51,1527,0.0127,0.0306,0.0319,30716
2020-01-31,"11212","NY","New York-Newark-Jersey City","Kings County","New York",52,2183,0.0082,-0.013,0.0178,7733
2020-01-31,"77036","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",53,1183,-0.0014,0.0294,-0.0064,11570
2020-01-31,"10463","NY","New York-Newark-Jersey City","New York County","New York",54,2034,-0.0047,0.0057,0.0582,22874
2020-01-31,"60629","IL","Chicago-Naperville-Elgin","Cook County","Chicago",55,1298,-0.0229,-0.0126,-0.008,21753
2020-01-31,"11209","NY","New York-Newark-Jersey City","Kings County","New York",56,2031,-0.0248,-0.0288,-0.0333,23253
2020-01-31,"30096","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Duluth",57,1506,0.0084,0.0239,0.0421,19914
2020-01-31,"11221","NY","New York-Newark-Jersey City","Kings County","New York",58,2552,0.0049,0.0216,0.0405,20369
2020-01-31,"07030","NJ","New York-Newark-Jersey City","Hudson County","Hoboken",59,2578,-0.0016,0.0054,0.0012,22219
2020-01-31,"98052","WA","Seattle-Tacoma-Bellevue","King County","Redmond",60,2389,0.0129,0.0113,0.0523,26669
2020-01-31,"30024","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Suwanee",61,1646,0.008,0.0056,0.0091,31485
2020-01-31,"60610","IL","Chicago-Naperville-Elgin","Cook County","Chicago",62,2058,-0.0277,-0.0435,-0.0071,29540
2020-01-31,"78704","TX","Austin-Round Rock","Travis County","Austin",63,1894,-0.003,0.0128,0.0498,20436
2020-01-31,"77077","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",64,1423,0.0015,0.0139,-0.0036,17975
2020-01-31,"85032","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",65,1469,-0.0048,0.0062,0.0742,23726
2020-01-31,"77379","TX","Houston-The Woodlands-Sugar Land","Harris County","Spring",66,1418,-0.0025,0.0127,0.0185,29215
2020-01-31,"75287","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",67,1388,0.002,0.0146,-0.0407,10335
2020-01-31,"78666","TX","Austin-Round Rock","Hays County","San Marcos",68,1343,-0.0045,-0.012,-0.0289,12002
2020-01-31,"21234","MD","Baltimore-Columbia-Towson","Baltimore County","Parkville",69,1441,-0.0071,-0.0208,-0.0198,20939
2020-01-31,"23464","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",70,1496,0.0086,0.0163,0.0249,26066
2020-01-31,"34787","FL","Orlando-Kissimmee-Sanford","Orange County","Winter Garden",71,1441,-0.0015,-0.0082,0.0343,27975
2020-01-31,"78521","TX","Brownsville-Harlingen","Cameron County","Brownsville",72,865,0.0044,0.0252,0.0456,20497
2020-01-31,"08701","NJ","New York-Newark-Jersey City","Ocean County","Lakewood Township",73,1827,-0.0007,-0.003,0.0189,24935
2020-01-31,"75243","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",74,1151,-0.017,-0.0384,-0.0286,15118
2020-01-31,"11214","NY","New York-Newark-Jersey City","Kings County","New York",75,2177,0.0117,0.0194,0.0409,19380
2020-01-31,"28027","NC","Charlotte-Concord-Gastonia","Cabarrus County","Concord",76,1286,0.0052,0.0186,0.0052,24629
2020-01-31,"11207","NY","New York-Newark-Jersey City","Kings County","New York",77,2333,-0.0044,0.0287,0.034,15526
2020-01-31,"94501","CA","San Francisco-Oakland-Hayward","Alameda County","Alameda",78,3282,-0.0036,-0.0044,0.0209,14785
2020-01-31,"02169","MA","Boston-Cambridge-Newton","Norfolk County","Quincy",79,2134,-0.0109,-0.0088,0.0459,18604
2020-01-31,"33411","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","Royal Palm Beach",80,1566,-0.0089,0.0022,0.0345,32819
2020-01-31,"11229","NY","New York-Newark-Jersey City","Kings County","New York",81,2066,-0.019,-0.027,0.0114,22266
2020-01-31,"60619","IL","Chicago-Naperville-Elgin","Cook County","Chicago",82,1216,-0.0162,0.0068,-0.0156,17153
2020-01-31,"78745","TX","Austin-Round Rock","Travis County","Austin",83,1551,-0.0018,0.0159,0.0648,21947
2020-01-31,"94110","CA","San Francisco-Oakland-Hayward","San Francisco County","San Francisco",84,4391,0.0064,-0.0074,0.0003,10512
2020-01-31,"23462","VA","Virginia Beach-Norfolk-Newport News","Virginia Beach City","Virginia Beach",85,1429,0.0067,0.0244,0.0389,23715
2020-01-31,"33025","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Miramar",86,1609,-0.0043,0.0002,0.0302,29771
2020-01-31,"10458","NY","New York-Newark-Jersey City","Bronx County","New York",87,1821,0.0072,0.0151,0.1114,4581
2020-01-31,"75067","TX","Dallas-Fort Worth-Arlington","Denton County","Lewisville",88,1494,0.0161,0.0061,-0.0351,15488
2020-01-31,"90034","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",89,3178,0.002,0.0043,0.0336,8119
2020-01-31,"80134","CO","Denver-Aurora-Lakewood","Douglas County","Parker",90,2034,-0.0032,0.0042,0.0207,25736
2020-01-31,"33139","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami Beach",91,2227,-0.0111,-0.0255,-0.004,43111
2020-01-31,"60611","IL","Chicago-Naperville-Elgin","Cook County","Chicago",92,2142,-0.0191,-0.0578,0.0017,35790
2020-01-31,"95630","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Folsom",93,1887,0.0043,0.0018,0.0386,24311
2020-01-31,"48197","MI","Ann Arbor","Washtenaw County","Ypsilanti",94,1325,-0.0018,0.0123,-0.0784,16723
2020-01-31,"44107","OH","Cleveland-Elyria","Cuyahoga County","Lakewood",95,1094,-0.0005,-0.006,0.0344,19019
2020-01-31,"66062","KS","Kansas City","Johnson County","Olathe",96,1298,0.0004,-0.0042,0.0238,24498
2020-01-31,"11211","NY","New York-Newark-Jersey City","Kings County","New York",97,3020,-0.0082,-0.0064,0.0802,11589
2020-01-31,"44035","OH","Cleveland-Elyria","Lorain County","Elyria",98,801,-0.0053,-0.0207,0.0027,22329
2020-01-31,"85281","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Tempe",99,1489,0.005,0.014,0.0883,16992
2020-01-31,"11377","NY","New York-Newark-Jersey City","Queens County","New York",100,2184,0.0123,0.0114,0.0147,19035
2020-01-31,"10453","NY","New York-Newark-Jersey City","Bronx County","New York",101,1876,0.0047,0.0139,0.104,2228
2020-01-31,"90805","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Long Beach",102,2245,0.0043,0.0097,0.0107,16513
2020-01-31,"07302","NJ","New York-Newark-Jersey City","Hudson County","Jersey City",103,2520,0.0004,0.001,0.0045,15369
2020-01-31,"90650","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Norwalk",104,2380,0.0011,0.01,0.0266,23598
2020-01-31,"90044","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",105,2283,-0.0039,-0.0088,-0.0233,14807
2020-01-31,"85710","AZ","Tucson","Pima County","Tucson",106,1201,0.0037,0.0066,0.0577,18319
2020-01-31,"92683","CA","Los Angeles-Long Beach-Anaheim","Orange County","Westminster",107,2616,-0.0096,-0.0039,-0.01,18767
2020-01-31,"85225","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Chandler",108,1449,0.0016,0.0209,0.0881,23112
2020-01-31,"30281","GA","Atlanta-Sandy Springs-Roswell","Henry County","Stockbridge",109,1289,-0.0011,0.0173,0.0579,23756
2020-01-31,"37075","TN","Nashville-Davidson--Murfreesboro--Franklin","Sumner County","Hendersonville",110,1512,0.0075,0.0224,0.0226,24921
2020-01-31,"11355","NY","New York-Newark-Jersey City","Queens County","New York",111,2119,0.002,-0.0121,-0.0185,21983
2020-01-31,"11238","NY","New York-Newark-Jersey City","Kings County","New York",112,2776,0.0066,0.0369,0.0525,16788
2020-01-31,"78641","TX","Austin-Round Rock","Williamson County","Leander",113,1546,0.004,0.0155,0.0594,30980
2020-01-31,"10314","NY","New York-Newark-Jersey City","Richmond County","New York",114,2090,-0.0223,-0.0051,0.0506,29276
2020-01-31,"19143","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",115,1201,0.0008,0.0018,0.0297,24353
2020-01-31,"79938","TX","El Paso","El Paso County","El Paso",116,962,0.0041,0.0064,-0.0366,32099
2020-01-31,"91709","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Chino Hills",117,2394,0.0021,0.011,0.0174,24291
2020-01-31,"11215","NY","New York-Newark-Jersey City","Kings County","New York",118,2637,-0.0066,0.0141,0.0334,25588
2020-01-31,"10452","NY","New York-Newark-Jersey City","Bronx County","New York",119,1933,0.0096,0.0344,0.1708,2206
2020-01-31,"60617","IL","Chicago-Naperville-Elgin","Cook County","Chicago",120,1221,0.0008,-0.0015,-0.0118,21563
2020-01-31,"87114","NM","Albuquerque","Bernalillo County","Albuquerque",121,1198,-0.0132,0.0045,0.0346,23338
2020-01-31,"32210","FL","Jacksonville","Duval County","Jacksonville",122,1122,-0.0096,0.0131,0.0754,22202
2020-01-31,"43081","OH","Columbus","Franklin County","Westerville",123,1351,-0.0044,0.0141,0.0002,22543
2020-01-31,"94558","CA","Napa","Napa County","Napa",124,2952,0.0055,0.0031,0.0005,21609
2020-01-31,"90026","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",125,2771,-0.0171,-0.0086,0.0115,11152
2020-01-31,"76063","TX","Dallas-Fort Worth-Arlington","Tarrant County","Mansfield",126,1493,0.0071,0.0157,0.0283,23191
2020-01-31,"77459","TX","Houston-The Woodlands-Sugar Land","Fort Bend County","Missouri City",127,1787,-0.0023,0.0188,0.0441,27038
2020-01-31,"91910","CA","San Diego-Carlsbad","San Diego County","Chula Vista",128,2482,0.0138,0.0106,0.0667,17189
2020-01-31,"27587","NC","Raleigh","Wake County","Wake Forest",129,1407,0.0087,0.006,0.0248,28503
2020-01-31,"30040","GA","Atlanta-Sandy Springs-Roswell","Forsyth County","Cumming",130,1775,0.0097,0.0143,0.0322,29720
2020-01-31,"93722","CA","Fresno","Fresno County","Fresno",131,1286,0.0077,0.0011,0.0556,22565
2020-01-31,"97229","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",132,1704,-0.0004,-0.0013,0.0257,23227
2020-01-31,"06010","CT","Hartford-West Hartford-East Hartford","Hartford County","Bristol",133,1189,-0.0053,-0.0085,0.0039,39134
2020-01-31,"17603","PA","Lancaster","Lancaster County","Lancaster Township",134,1214,0.004,0.0138,0.0393,23399
2020-01-31,"76028","TX","Dallas-Fort Worth-Arlington","Johnson County","Burleson",135,1249,-0.0103,-0.0031,0.0182,25402
2020-01-31,"33908","FL","Cape Coral-Fort Myers","Lee County","Fort Myers",136,1775,-0.0124,0.0095,-0.014,25560
2020-01-31,"43123","OH","Columbus","Franklin County","Grove City",137,1230,-0.0022,0.001,-0.0261,23761
2020-01-31,"75056","TX","Dallas-Fort Worth-Arlington","Denton County","The Colony",138,1634,0.0097,0.0369,0.0575,21163
2020-01-31,"89108","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",139,1239,0.0004,0.0091,0.064,22817
2020-01-31,"85308","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Glendale",140,1447,-0.0068,0.0067,0.0669,24643
2020-01-31,"78577","TX","McAllen-Edinburg-Mission","Hidalgo County","Pharr",141,838,-0.0041,0.0089,-0.0193,17589
2020-01-31,"78240","TX","San Antonio-New Braunfels","Bexar County","San Antonio",142,1292,-0.0017,-0.0029,-0.0072,14809
2020-01-31,"94533","CA","Vallejo-Fairfield","Solano County","Fairfield",143,2070,0.0068,0.0099,0.0739,19980
2020-01-31,"87111","NM","Albuquerque","Bernalillo County","Albuquerque",144,1280,0.0036,0.0063,0.0453,20329
2020-01-31,"14850","NY","Ithaca","Tompkins County","Town Of Ithaca",145,1536,-0.0021,0.0029,-0.0371,13923
2020-01-31,"33024","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Pembroke Pines",146,1569,-0.0092,-0.0225,-0.0097,28326
2020-01-31,"98012","WA","Seattle-Tacoma-Bellevue","Snohomish County","Bothell",147,2207,0.0025,-0.0126,0.0064,27661
2020-01-31,"48180","MI","Detroit-Warren-Dearborn","Wayne County","Taylor",148,963,-0.0058,-0.0015,0.0224,21987
2020-01-31,"77845","TX","College Station-Bryan","Brazos County","College Station",149,1251,0.0297,0.0614,0.0334,24863
2020-01-31,"30318","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",150,1636,-0.013,-0.0035,0.0299,22801
2020-01-31,"44060","OH","Cleveland-Elyria","Lake County","Mentor",151,1196,-0.0125,-0.003,0.0335,25534
2020-01-31,"85364","AZ","Yuma","Yuma County","Yuma",152,962,0.014,0.0435,0.0735,19599
2020-01-31,"95608","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Carmichael",153,1830,0.0069,0.0096,0.0338,18609
2020-01-31,"43055","OH","Columbus","Licking County","Newark",154,932,-0.0156,-0.0272,0.0473,21976
2020-01-31,"11385","NY","New York-Newark-Jersey City","Queens County","New York",155,2211,0.0003,0.0178,0.0149,20324
2020-01-31,"33647","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Tampa",156,1416,0.0051,0.021,0.0153,25008
2020-01-31,"92677","CA","Los Angeles-Long Beach-Anaheim","Orange County","Laguna Niguel",157,2909,-0.0048,-0.0031,0.0101,27303
2020-01-31,"44256","OH","Cleveland-Elyria","Medina County","Medina",158,1362,0.0033,0.0135,0.0575,24199
2020-01-31,"02148","MA","Boston-Cambridge-Newton","Middlesex County","Malden",159,2364,0.0048,0.0133,0.0641,15154
2020-01-31,"80013","CO","Denver-Aurora-Lakewood","Arapahoe County","Aurora",160,1623,0.0067,0.0071,0.0332,26846
2020-01-31,"90066","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",161,3346,-0.0165,-0.0329,0.0059,13549
2020-01-31,"20906","MD","Washington-Arlington-Alexandria","Montgomery County","Silver Spring",162,1881,-0.0092,-0.0013,0.0603,26000
2020-01-31,"47906","IN","Lafayette-West Lafayette","Tippecanoe County","West Lafayette",163,1254,0.0012,0.0111,0.0187,14473
2020-01-31,"65807","MO","Springfield","Greene County","Springfield",164,786,0.0036,0.0317,0.0665,17126
2020-01-31,"06902","CT","Bridgeport-Stamford-Norwalk","Fairfield County","Stamford",165,2181,-0.0116,-0.0016,0.01,33560
2020-01-31,"45011","OH","Cincinnati","Butler County","Hamilton",166,974,0.0056,0.0065,0.0212,23228
2020-01-31,"30188","GA","Atlanta-Sandy Springs-Roswell","Cherokee County","Woodstock",167,1529,0.0003,0.0259,0.0677,26691
2020-01-31,"92336","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Fontana",168,2069,0.0066,0.0181,0.055,28317
2020-01-31,"10468","NY","New York-Newark-Jersey City","Bronx County","New York",169,1812,0.0046,0.0314,0.0449,4770
2020-01-31,"11373","NY","New York-Newark-Jersey City","Queens County","New York",170,2065,-0.0047,-0.0191,-0.0275,19331
2020-01-31,"28078","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Huntersville",171,1379,-0.012,0.0076,0.0531,24971
2020-01-31,"60620","IL","Chicago-Naperville-Elgin","Cook County","Chicago",172,1232,-0.0135,0.002,-0.0097,16718
2020-01-31,"46307","IN","Chicago-Naperville-Elgin","Lake County","Crown Point",173,1257,-0.016,-0.0127,-0.0012,25916
2020-01-31,"95823","CA","Sacramento--Roseville--Arden-Arcade","Sacramento County","Sacramento",174,1675,0.006,0.0245,0.0628,17936
2020-01-31,"92345","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Hesperia",175,1418,0.0047,0.0157,0.0582,25946
2020-01-31,"27610","NC","Raleigh","Wake County","Raleigh",176,1238,0.0152,0.0343,0.0422,22654
2020-01-31,"34135","FL","Cape Coral-Fort Myers","Lee County","Bonita Springs",177,1867,0.0067,-0.0244,-0.036,27694
2020-01-31,"87120","NM","Albuquerque","Bernalillo County","Albuquerque",178,1161,-0.0022,-0.0167,0.0004,23868
2020-01-31,"27410","NC","Greensboro-High Point","Guilford County","Greensboro",179,1055,-0.0151,0.0174,0.0758,19671
2020-01-31,"75035","TX","Dallas-Fort Worth-Arlington","Collin County","Frisco",180,1898,0.0198,-0.0027,0.0002,27939
2020-01-31,"98103","WA","Seattle-Tacoma-Bellevue","King County","Seattle",181,2121,0.0066,-0.0076,0.0149,19260
2020-01-31,"77450","TX","Houston-The Woodlands-Sugar Land","Fort Bend County","Cinco Ranch",182,1605,-0.0017,0.0005,0.0252,21748
2020-01-31,"95747","CA","Sacramento--Roseville--Arden-Arcade","Placer County","Roseville",183,2063,-0.0053,-0.0297,0.0035,26031
2020-01-31,"89121","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",184,1322,-0.0045,-0.0001,0.0472,18804
2020-01-31,"27406","NC","Greensboro-High Point","Guilford County","Greensboro",185,825,-0.001,0.0106,0.0394,19858
2020-01-31,"92804","CA","Los Angeles-Long Beach-Anaheim","Orange County","Anaheim",186,2366,-0.0106,-0.0082,-0.0117,15060
2020-01-31,"08753","NJ","New York-Newark-Jersey City","Ocean County","Toms River",187,1882,0.0048,0.0156,0.0198,25191
2020-01-31,"75228","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",188,1249,0.0016,0.0286,0.0383,16841
2020-01-31,"92126","CA","San Diego-Carlsbad","San Diego County","San Diego",189,2435,-0.0112,-0.0147,0.0142,22879
2020-01-31,"20011","DC","Washington-Arlington-Alexandria","District of Columbia","Washington",190,2022,-0.0085,-0.0282,-0.0158,19075
2020-01-31,"43130","OH","Columbus","Fairfield County","Lancaster",191,1074,0.0062,-0.0193,0.0578,20347
2020-01-31,"76244","TX","Dallas-Fort Worth-Arlington","Tarrant County","Fort Worth",192,1369,-0.0128,-0.083,-0.0328,24965
2020-01-31,"92503","CA","Riverside-San Bernardino-Ontario","Riverside County","Riverside",193,2079,0.0057,0.0124,0.0615,21583
2020-01-31,"91911","CA","San Diego-Carlsbad","San Diego County","Chula Vista",194,2376,0.0101,0.0151,0.0569,16489
2020-01-31,"29732","SC","Charlotte-Concord-Gastonia","York County","Rock Hill",195,1098,-0.0098,0.0257,0.0599,3004
2020-01-31,"32218","FL","Jacksonville","Duval County","Jacksonville",196,1138,0.0015,0.0183,0.0836,21925
2020-01-31,"22191","VA","Washington-Arlington-Alexandria","Prince William County","Woodbridge",197,1849,-0.0045,-0.004,0.0062,21411
2020-01-31,"28314","NC","Fayetteville","Cumberland County","Fayetteville",198,875,0.0139,0.0231,0.0333,20496
2020-01-31,"32256","FL","Jacksonville","Duval County","Jacksonville",199,1311,0.0027,0.0122,0.0272,18985
2020-01-31,"11233","NY","New York-Newark-Jersey City","Kings County","New York",200,2387,0,0.0129,0.0318,13925
2020-01-31,"23320","VA","Virginia Beach-Norfolk-Newport News","Chesapeake City","Chesapeake",201,1475,0.0022,0.006,0.001,23952
2020-01-31,"40475","KY","Richmond-Berea","Madison County","Richmond",202,894,0.0146,0.0403,0.0441,7131
2020-01-31,"21740","MD","Hagerstown-Martinsburg","Washington County","Hagerstown",203,1066,-0.0001,0.0456,0.0583,19875
2020-01-31,"92101","CA","San Diego-Carlsbad","San Diego County","San Diego",204,2697,-0.005,-0.0296,0.0038,23509
2020-01-31,"90019","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",205,2800,-0.0204,-0.0042,0.0199,10733
2020-01-31,"34711","FL","Orlando-Kissimmee-Sanford","Lake County","Clermont",206,1499,0.0076,0.0249,0.0407,25581
2020-01-31,"30052","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Loganville",207,1417,0.0094,0.0051,0.0104,28238
2020-01-31,"38401","TN","Nashville-Davidson--Murfreesboro--Franklin","Maury County","Columbia",208,1204,-0.0005,-0.0292,0.0269,22219
2020-01-31,"77095","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",209,1413,0.0022,-0.0058,-0.0046,21567
2020-01-31,"07002","NJ","New York-Newark-Jersey City","Hudson County","Bayonne",210,1871,-0.0019,-0.0124,-0.0161,13110
2020-01-31,"30041","GA","Atlanta-Sandy Springs-Roswell","Forsyth County","Cumming",211,1856,0.0043,0.0075,0.028,27718
2020-01-31,"60016","IL","Chicago-Naperville-Elgin","Cook County","Des Plaines",212,1510,-0.0045,0.0018,0.0014,23638
2020-01-31,"33009","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Hallandale",213,1741,-0.006,-0.0002,0.0039,33499
2020-01-31,"94536","CA","San Francisco-Oakland-Hayward","Alameda County","Fremont",214,2992,-0.0016,-0.0012,0.0067,19709
2020-01-31,"89052","NV","Las Vegas-Henderson-Paradise","Clark County","Henderson",215,1563,-0.0039,0.0003,0.0323,28527
2020-01-31,"74012","OK","Tulsa","Tulsa County","Broken Arrow",216,920,0.013,0.0085,0.0328,22205
2020-01-31,"10457","NY","New York-Newark-Jersey City","Bronx County","New York",217,1747,-0.0061,0.0204,0.0362,3747
2020-01-31,"80634","CO","Greeley","Weld County","Greeley",218,1634,0.011,0.006,0.0379,23099
