,Unnamed: 0_x,Median Age_2011,Population_2011,Population (White Alone)_2011,Population (Black Alone)_2011,Population (American Indian or Alaskan Native Alone)_2011,Population (Asian Alone)_2011,Population (Native Hawaiian and Other Pacific Islander Alone)_2011,Population (Two or more races)_2011,Household Income_2011,Per Capita Income_2011,Employed_2011,Unemployed_2011,Zipcode,Unnamed: 0_y,Median Age_2012,Population_2012,Population (White Alone)_2012,Population (Black Alone)_2012,Population (American Indian or Alaskan Native Alone)_2012,Population (Asian Alone)_2012,Population (Native Hawaiian and Other Pacific Islander Alone)_2012,Population (Two or more races)_2012,Household Income_2012,Per Capita Income_2012,Employed_2012,Unemployed_2012,Unnamed: 0_x,Median Age_2013,Population_2013,Population (White Alone)_2013,Population (Black Alone)_2013,Population (American Indian or Alaskan Native Alone)_2013,Population (Asian Alone)_2013,Population (Native Hawaiian and Other Pacific Islander Alone)_2013,Population (Two or more races)_2013,Household Income_2013,Per Capita Income_2013,Employed_2013,Unemployed_2013,Unnamed: 0_y,Median Age_2014,Population_2014,Population (White Alone)_2014,Population (Black Alone)_2014,Population (American Indian or Alaskan Native Alone)_2014,Population (Asian Alone)_2014,Population (Native Hawaiian and Other Pacific Islander Alone)_2014,Population (Two or more races)_2014,Household Income_2014,Per Capita Income_2014,Employed_2014,Unemployed_2014,Unnamed: 0_x,Median Age_2015,Population_2015,Population (White Alone)_2015,Population (Black Alone)_2015,Population (American Indian or Alaskan Native Alone)_2015,Population (Asian Alone)_2015,Population (Native Hawaiian and Other Pacific Islander Alone)_2015,Population (Two or more races)_2015,Household Income_2015,Per Capita Income_2015,Employed_2015,Unemployed_2015,Unnamed: 0_y,Median Age_2016,Population_2016,Population (White Alone)_2016,Population (Black Alone)_2016,Population (American Indian or Alaskan Native Alone)_2016,Population (Asian Alone)_2016,Population (Native Hawaiian and Other Pacific Islander Alone)_2016,Population (Two or more races)_2016,Household Income_2016,Per Capita Income_2016,Employed_2016,Unemployed_2016,Unnamed: 0_x,Median Age_2017,Population_2017,Population (White Alone)_2017,Population (Black Alone)_2017,Population (American Indian or Alaskan Native Alone)_2017,Population (Asian Alone)_2017,Population (Native Hawaiian and Other Pacific Islander Alone)_2017,Population (Two or more races)_2017,Household Income_2017,Per Capita Income_2017,Employed_2017,Unemployed_2017,Unnamed: 0_y,Median Age_2018,Population_2018,Population (White Alone)_2018,Population (Black Alone)_2018,Population (American Indian or Alaskan Native Alone)_2018,Population (Asian Alone)_2018,Population (Native Hawaiian and Other Pacific Islander Alone)_2018,Population (Two or more races)_2018,Household Income_2018,Per Capita Income_2018,Employed_2018,Unemployed_2018
20,25815,27.1,20447.0,8798.0,6250.0,58.0,10.0,0.0,850.0,37736.0,13466.0,8270.0,698.0,78724,24780,26.4,21677.0,11485.0,6472.0,27.0,14.0,0.0,1003.0,35711.0,12365.0,8451.0,719.0,27382,26.8,21454.0,12432.0,5953.0,13.0,115.0,0.0,1113.0,38479.0,13452.0,8804.0,809.0,28945,27.5,23313.0,14311.0,5987.0,64.0,67.0,0.0,1117.0,36776.0,12777.0,9356.0,780.0,32227,28.2,23612.0,15222.0,5911.0,99.0,60.0,0.0,738.0,39350.0,13280.0,9644.0,648.0,20480,26.9,24558.0,15325.0,5665.0,178.0,46.0,0.0,809.0,41308.0,14134.0,9852.0,626.0,2694,28.4,24833.0,14320.0,5317.0,339.0,63.0,12.0,845.0,45158.0,15450.0,10146.0,661.0,19013,29.3,24779.0,12065.0,5795.0,349.0,29.0,31.0,663.0,45887.0,16452.0,10512.0,604.0
21,25816,32.8,6021.0,2354.0,1879.0,0.0,191.0,0.0,92.0,53131.0,19451.0,3058.0,363.0,78725,24781,31.9,6477.0,2877.0,2281.0,0.0,9.0,0.0,354.0,52313.0,19742.0,3498.0,330.0,27383,31.7,8169.0,4744.0,2237.0,0.0,33.0,0.0,364.0,52381.0,18279.0,4366.0,284.0,28946,32.3,7612.0,3831.0,3089.0,0.0,40.0,0.0,417.0,65048.0,20849.0,4372.0,390.0,32228,32.1,7343.0,4226.0,2448.0,0.0,39.0,0.0,409.0,58707.0,21175.0,4396.0,134.0,20481,32.1,7931.0,4644.0,1983.0,0.0,65.0,0.0,502.0,55119.0,20509.0,4356.0,166.0,2820,35.2,7517.0,4111.0,1831.0,0.0,88.0,0.0,251.0,62172.0,23671.0,4232.0,173.0,19497,35.1,7886.0,3518.0,1437.0,0.0,102.0,0.0,248.0,65345.0,27167.0,4556.0,113.0
22,25817,30.5,13198.0,10111.0,524.0,81.0,1559.0,0.0,250.0,66224.0,42366.0,8129.0,366.0,78726,24782,29.5,12482.0,9781.0,458.0,75.0,1470.0,0.0,128.0,66096.0,40197.0,7659.0,311.0,27384,30.3,13181.0,10328.0,563.0,56.0,1654.0,0.0,134.0,67466.0,41210.0,7929.0,494.0,28947,31.5,12786.0,10026.0,467.0,0.0,1880.0,0.0,203.0,68777.0,42581.0,7368.0,435.0,32229,32.3,13027.0,9508.0,648.0,0.0,2332.0,0.0,247.0,70664.0,42583.0,7569.0,382.0,20482,30.6,13925.0,10289.0,866.0,0.0,2309.0,0.0,314.0,95646.0,46664.0,7909.0,332.0,2799,31.8,14610.0,10365.0,928.0,0.0,2611.0,0.0,301.0,88322.0,47885.0,8584.0,337.0,17968,32.0,13867.0,9952.0,591.0,0.0,2360.0,0.0,564.0,77935.0,48434.0,8151.0,210.0
23,25818,31.6,28075.0,19598.0,2358.0,104.0,3929.0,0.0,727.0,63952.0,35229.0,17423.0,1037.0,78727,24783,32.8,28461.0,20120.0,2321.0,157.0,4073.0,0.0,697.0,65687.0,35795.0,17648.0,1048.0,27385,32.7,28563.0,20456.0,1991.0,120.0,4461.0,0.0,850.0,69570.0,34953.0,17480.0,984.0,28948,34.5,29506.0,20308.0,1935.0,228.0,5170.0,0.0,1136.0,69699.0,35901.0,18054.0,755.0,32230,35.3,29354.0,20138.0,1720.0,158.0,5192.0,0.0,1283.0,72953.0,37805.0,18100.0,740.0,20483,36.2,29085.0,20086.0,1902.0,143.0,5140.0,0.0,1157.0,72535.0,39524.0,17799.0,696.0,2695,36.4,28999.0,19968.0,1828.0,183.0,5040.0,0.0,1230.0,74458.0,41208.0,17557.0,719.0,19014,37.0,29509.0,19830.0,1914.0,294.0,5659.0,0.0,1224.0,78542.0,43943.0,17763.0,837.0
24,25819,30.1,20232.0,12967.0,3004.0,201.0,2258.0,110.0,694.0,46870.0,28827.0,12362.0,829.0,78728,24784,30.6,20939.0,14238.0,2867.0,282.0,1911.0,131.0,701.0,47405.0,28402.0,12455.0,729.0,27386,31.0,20817.0,13379.0,3595.0,292.0,1878.0,65.0,780.0,48612.0,29156.0,12470.0,853.0,28949,31.8,20794.0,13920.0,3115.0,195.0,1939.0,58.0,815.0,49521.0,30497.0,12825.0,643.0,32231,32.9,21081.0,13686.0,3923.0,241.0,1807.0,0.0,785.0,53510.0,31946.0,13103.0,592.0,21654,33.3,21858.0,14210.0,4168.0,139.0,1487.0,0.0,882.0,55619.0,32392.0,13347.0,514.0,2800,34.2,21245.0,13304.0,3956.0,67.0,1768.0,0.0,864.0,55603.0,35054.0,13157.0,381.0,17969,34.8,21480.0,14122.0,3362.0,95.0,1981.0,0.0,766.0,55099.0,34602.0,12667.0,487.0
25,25820,31.7,27024.0,20429.0,2357.0,93.0,2552.0,0.0,976.0,61165.0,32762.0,16530.0,1091.0,78729,24785,32.4,28228.0,21254.0,2880.0,15.0,2757.0,0.0,970.0,57358.0,33090.0,16928.0,1213.0,27387,33.6,26906.0,20273.0,2553.0,51.0,2592.0,0.0,1047.0,60690.0,34237.0,16813.0,1016.0,28950,33.1,28786.0,21627.0,3154.0,35.0,2418.0,0.0,1146.0,60567.0,33636.0,17825.0,1055.0,32232,33.3,29386.0,22609.0,2576.0,67.0,2564.0,0.0,1218.0,65279.0,35280.0,18237.0,716.0,21655,33.9,30151.0,23876.0,2039.0,69.0,2448.0,0.0,1260.0,70164.0,37322.0,18892.0,684.0,2683,34.1,29434.0,23254.0,1643.0,93.0,2726.0,0.0,1178.0,73047.0,39379.0,18340.0,531.0,18991,34.4,29315.0,23169.0,1778.0,0.0,2727.0,0.0,1019.0,76832.0,40494.0,18125.0,711.0
26,25821,37.2,8242.0,6783.0,212.0,0.0,889.0,68.0,206.0,121765.0,66307.0,4441.0,146.0,78730,24786,38.2,8312.0,7121.0,16.0,0.0,738.0,93.0,214.0,119573.0,68632.0,4544.0,163.0,27388,37.8,8916.0,7958.0,29.0,0.0,480.0,93.0,170.0,120568.0,73526.0,5052.0,226.0,28951,36.2,8591.0,7786.0,30.0,0.0,470.0,0.0,115.0,108421.0,70837.0,4663.0,223.0,32233,38.7,8871.0,7953.0,0.0,0.0,468.0,0.0,291.0,105022.0,71149.0,4913.0,221.0,21656,40.1,9038.0,8118.0,18.0,0.0,475.0,0.0,219.0,105086.0,76750.0,4989.0,208.0,2696,41.4,8933.0,7895.0,76.0,0.0,414.0,0.0,423.0,108750.0,76909.0,4818.0,147.0,19015,42.9,9186.0,7963.0,103.0,0.0,587.0,0.0,443.0,112333.0,82238.0,4891.0,136.0
27,25822,39.2,24898.0,21629.0,400.0,104.0,2152.0,33.0,348.0,80192.0,57630.0,13339.0,550.0,78731,24787,39.8,24716.0,21189.0,534.0,98.0,2169.0,34.0,417.0,78265.0,57182.0,13295.0,532.0,27389,39.4,25575.0,21972.0,701.0,96.0,2005.0,0.0,555.0,75269.0,56169.0,13700.0,597.0,28952,39.5,26412.0,22428.0,751.0,95.0,2115.0,10.0,646.0,79315.0,57570.0,13601.0,644.0,32234,39.0,26595.0,22642.0,649.0,114.0,2099.0,26.0,708.0,82892.0,59754.0,13977.0,549.0,21657,38.3,27401.0,23274.0,788.0,27.0,1965.0,30.0,826.0,83438.0,60889.0,14903.0,582.0,17854,38.2,27447.0,23021.0,721.0,96.0,2268.0,20.0,909.0,89099.0,64934.0,14910.0,512.0,19595,39.1,27175.0,22898.0,457.0,89.0,2268.0,20.0,1002.0,94048.0,69343.0,14753.0,419.0
28,25823,35.0,13389.0,11072.0,201.0,53.0,1337.0,0.0,291.0,125171.0,49034.0,6114.0,316.0,78732,24788,35.5,14307.0,11821.0,257.0,76.0,1393.0,0.0,381.0,127726.0,50114.0,6314.0,336.0,27390,37.2,15097.0,12946.0,228.0,103.0,1350.0,0.0,356.0,131216.0,52104.0,6490.0,383.0,28953,39.0,15312.0,12722.0,471.0,108.0,1573.0,0.0,376.0,128397.0,53085.0,6689.0,250.0,32235,39.4,16269.0,13792.0,299.0,24.0,1672.0,0.0,453.0,132980.0,56272.0,6829.0,375.0,21658,39.3,16851.0,14257.0,297.0,24.0,1622.0,0.0,622.0,138734.0,57823.0,7107.0,375.0,171,39.2,17762.0,15215.0,120.0,0.0,2056.0,0.0,371.0,142612.0,62783.0,8004.0,329.0,19644,40.6,17849.0,14961.0,273.0,0.0,2075.0,0.0,531.0,156599.0,66799.0,8394.0,189.0
29,25824,39.3,9219.0,8204.0,27.0,0.0,736.0,0.0,152.0,119516.0,55940.0,4260.0,118.0,78733,24789,39.7,9486.0,8280.0,0.0,0.0,938.0,0.0,216.0,124831.0,58117.0,4207.0,182.0,27391,41.0,9475.0,8187.0,0.0,9.0,939.0,0.0,266.0,122860.0,62990.0,4233.0,195.0,28954,40.4,9404.0,7854.0,0.0,6.0,1123.0,0.0,317.0,127250.0,64975.0,4322.0,250.0,32236,39.9,8930.0,7354.0,16.0,6.0,1205.0,0.0,270.0,130964.0,64304.0,4039.0,217.0,21659,40.3,8886.0,7185.0,16.0,5.0,1261.0,13.0,309.0,129875.0,67169.0,4205.0,178.0,2697,40.6,8754.0,7196.0,17.0,8.0,1064.0,9.0,362.0,136563.0,71845.0,4245.0,127.0,19017,42.1,8611.0,6950.0,20.0,0.0,1240.0,8.0,329.0,154543.0,74320.0,4054.0,183.0
30,25825,43.7,16729.0,14361.0,30.0,94.0,383.0,10.0,102.0,85233.0,45415.0,8308.0,430.0,78734,24790,43.2,17824.0,15955.0,30.0,40.0,513.0,0.0,127.0,82904.0,46008.0,8570.0,647.0,27392,43.1,18290.0,16476.0,65.0,35.0,597.0,0.0,131.0,87300.0,46328.0,9021.0,732.0,28955,43.3,18498.0,16797.0,109.0,61.0,646.0,0.0,163.0,92904.0,47998.0,9076.0,647.0,32237,43.8,18948.0,17676.0,157.0,53.0,705.0,0.0,319.0,95539.0,50463.0,8970.0,580.0,21660,44.5,18997.0,17695.0,169.0,50.0,555.0,0.0,424.0,98019.0,54496.0,9306.0,634.0,17855,46.0,18722.0,17405.0,251.0,45.0,475.0,0.0,496.0,107827.0,56728.0,9300.0,439.0,19596,46.1,18745.0,17089.0,413.0,44.0,444.0,0.0,702.0,115458.0,59634.0,9352.0,365.0
31,25826,35.6,16024.0,13752.0,115.0,8.0,1060.0,0.0,324.0,74857.0,57616.0,8248.0,314.0,78735,24791,35.1,16882.0,14522.0,167.0,7.0,999.0,7.0,462.0,74571.0,55802.0,8362.0,334.0,27393,35.6,17118.0,14736.0,199.0,8.0,1309.0,5.0,367.0,79984.0,51690.0,8791.0,463.0,28956,36.3,17548.0,15559.0,173.0,41.0,1100.0,27.0,252.0,81152.0,53474.0,8891.0,500.0,32238,38.4,17438.0,15706.0,243.0,27.0,1066.0,15.0,280.0,89245.0,60110.0,9151.0,422.0,21661,38.5,16948.0,14721.0,531.0,31.0,1237.0,8.0,314.0,94375.0,58451.0,8907.0,430.0,2731,38.1,17919.0,15496.0,518.0,31.0,1414.0,0.0,302.0,102551.0,63894.0,9504.0,382.0,19087,38.6,17923.0,15436.0,566.0,25.0,1321.0,0.0,415.0,97636.0,67415.0,9346.0,367.0
32,25827,43.4,6599.0,5759.0,10.0,0.0,347.0,0.0,213.0,85826.0,39409.0,3662.0,203.0,78736,24792,44.4,6841.0,5957.0,13.0,0.0,420.0,0.0,215.0,84375.0,39407.0,3738.0,245.0,27394,45.6,6599.0,5694.0,33.0,57.0,427.0,0.0,212.0,84940.0,40537.0,3561.0,213.0,28957,44.7,7030.0,6253.0,36.0,45.0,344.0,22.0,225.0,86439.0,46424.0,3818.0,98.0,32239,43.6,7621.0,6957.0,38.0,38.0,218.0,17.0,229.0,92581.0,47296.0,4289.0,104.0,21662,42.9,7951.0,7073.0,47.0,64.0,457.0,11.0,212.0,97049.0,48586.0,4491.0,118.0,2801,42.9,8199.0,7515.0,37.0,56.0,338.0,6.0,229.0,107467.0,50611.0,4587.0,55.0,17970,43.0,9047.0,8395.0,30.0,16.0,270.0,6.0,277.0,109012.0,52693.0,4833.0,69.0
33,25828,39.8,12458.0,11416.0,148.0,104.0,423.0,0.0,86.0,115714.0,45085.0,5969.0,255.0,78737,24793,39.3,12882.0,11519.0,157.0,100.0,511.0,0.0,134.0,116250.0,46334.0,6347.0,278.0,27395,40.6,13539.0,12164.0,173.0,5.0,519.0,0.0,189.0,121094.0,48326.0,6468.0,329.0,28958,40.9,14167.0,12459.0,161.0,4.0,635.0,0.0,357.0,122886.0,48541.0,6929.0,295.0,32240,41.6,14544.0,12928.0,127.0,4.0,659.0,0.0,338.0,127934.0,51269.0,7224.0,279.0,21663,42.4,14731.0,13644.0,201.0,0.0,454.0,0.0,346.0,123312.0,51417.0,7235.0,275.0,2135,42.0,15879.0,14313.0,237.0,0.0,498.0,0.0,590.0,127136.0,50418.0,7868.0,234.0,18919,41.6,16160.0,14325.0,416.0,0.0,564.0,0.0,621.0,132245.0,54039.0,7916.0,260.0
34,25829,39.5,11504.0,10554.0,40.0,36.0,597.0,0.0,230.0,121522.0,53976.0,5057.0,288.0,78738,24794,39.4,12457.0,11134.0,41.0,16.0,956.0,0.0,240.0,126233.0,54528.0,5514.0,337.0,27396,39.6,13141.0,11655.0,153.0,17.0,944.0,0.0,306.0,118795.0,49878.0,5677.0,445.0,28959,40.3,13794.0,12208.0,188.0,19.0,1030.0,0.0,263.0,127683.0,51998.0,6100.0,436.0,32241,40.5,14795.0,13053.0,132.0,15.0,1091.0,0.0,419.0,128160.0,54116.0,6496.0,439.0,21664,41.5,14970.0,13023.0,217.0,0.0,1292.0,0.0,351.0,121505.0,54881.0,6804.0,356.0,2673,41.8,15746.0,13640.0,210.0,0.0,1437.0,0.0,364.0,123836.0,60798.0,7355.0,359.0,19007,42.3,15589.0,13640.0,216.0,0.0,1190.0,0.0,424.0,130699.0,65842.0,7531.0,257.0
35,25830,35.5,15957.0,13399.0,295.0,84.0,1079.0,0.0,516.0,132552.0,48088.0,7459.0,181.0,78739,24795,35.6,16911.0,14187.0,197.0,131.0,1208.0,0.0,766.0,126525.0,48456.0,7784.0,298.0,27397,36.0,17198.0,14371.0,162.0,148.0,1141.0,0.0,882.0,128597.0,49116.0,7858.0,367.0,28960,36.5,18068.0,15092.0,137.0,122.0,1559.0,0.0,826.0,130199.0,48912.0,8283.0,315.0,32242,37.6,18442.0,15335.0,214.0,119.0,1608.0,0.0,961.0,132026.0,52040.0,8395.0,419.0,21665,38.8,19564.0,16394.0,343.0,71.0,1896.0,0.0,659.0,134313.0,52042.0,9022.0,426.0,2821,39.3,20191.0,16935.0,403.0,17.0,2024.0,0.0,688.0,147736.0,55652.0,9380.0,331.0,19498,39.6,20312.0,16693.0,623.0,16.0,2144.0,0.0,625.0,150000.0,57555.0,9456.0,236.0
36,25831,25.3,46959.0,20892.0,4461.0,63.0,1929.0,132.0,1060.0,30021.0,15732.0,26415.0,2309.0,78741,24796,25.5,48246.0,25204.0,4658.0,273.0,2241.0,140.0,1472.0,30183.0,16270.0,27326.0,2736.0,27398,26.3,48654.0,28950.0,4890.0,216.0,1776.0,39.0,1610.0,30871.0,16930.0,27187.0,2971.0,28961,26.2,51274.0,34739.0,4875.0,342.0,1867.0,70.0,1815.0,31192.0,17324.0,28616.0,2684.0,32243,26.7,51770.0,36724.0,5658.0,406.0,1880.0,16.0,1593.0,31657.0,18689.0,29320.0,2668.0,21666,27.1,51981.0,37625.0,5479.0,557.0,2435.0,29.0,1668.0,34950.0,19878.0,30635.0,2209.0,17856,27.8,52307.0,36884.0,6286.0,358.0,2303.0,58.0,1654.0,39049.0,22181.0,31829.0,1787.0,19597,28.0,52716.0,36412.0,6658.0,680.0,2148.0,84.0,1555.0,41852.0,24866.0,32530.0,1504.0
37,25832,36.2,780.0,267.0,64.0,0.0,0.0,0.0,4.0,21071.0,14475.0,282.0,51.0,78742,24797,32.4,901.0,471.0,27.0,0.0,0.0,0.0,6.0,34076.0,15768.0,362.0,43.0,27399,33.6,810.0,471.0,37.0,0.0,0.0,0.0,7.0,19688.0,15485.0,276.0,56.0,28962,34.8,566.0,419.0,66.0,0.0,0.0,0.0,6.0,35700.0,20867.0,255.0,23.0,32244,32.8,748.0,586.0,73.0,0.0,0.0,0.0,11.0,37375.0,21168.0,380.0,31.0,21667,44.4,714.0,542.0,76.0,0.0,0.0,0.0,22.0,36250.0,20119.0,371.0,19.0,2822,46.5,517.0,381.0,87.0,0.0,0.0,0.0,22.0,33182.0,23591.0,289.0,13.0,19499,31.5,828.0,601.0,68.0,0.0,0.0,0.0,38.0,38958.0,18185.0,409.0,14.0
38,25833,27.5,41593.0,17907.0,3426.0,358.0,130.0,64.0,783.0,39652.0,15876.0,19993.0,1748.0,78744,24798,27.6,43452.0,22304.0,3459.0,536.0,176.0,18.0,1192.0,41056.0,15903.0,20607.0,2141.0,27400,27.8,44375.0,26823.0,3536.0,698.0,186.0,9.0,1079.0,41721.0,16335.0,20906.0,2019.0,28963,28.4,45830.0,31566.0,3407.0,737.0,145.0,11.0,1055.0,41331.0,16617.0,21670.0,1893.0,32245,28.7,46408.0,32710.0,3330.0,614.0,272.0,17.0,1431.0,42440.0,16744.0,21459.0,1625.0,21668,28.8,47211.0,35206.0,3676.0,584.0,293.0,21.0,1278.0,43871.0,16730.0,22843.0,1555.0,17808,29.3,48432.0,36045.0,3510.0,566.0,425.0,0.0,1121.0,47073.0,18572.0,24411.0,1186.0,19546,29.4,48969.0,33186.0,3871.0,436.0,565.0,0.0,1224.0,49633.0,19660.0,24858.0,1186.0
39,25834,33.6,55010.0,42196.0,1904.0,375.0,907.0,14.0,1515.0,48029.0,26135.0,32387.0,2586.0,78745,24799,34.8,54917.0,45698.0,2209.0,404.0,830.0,31.0,1497.0,49243.0,27671.0,32715.0,2622.0,27401,35.3,57559.0,48567.0,2526.0,444.0,794.0,44.0,1725.0,50672.0,27260.0,33459.0,2787.0,28964,35.5,58878.0,50287.0,2716.0,251.0,1028.0,43.0,1678.0,52949.0,27967.0,34285.0,2614.0,32246,35.6,59758.0,51616.0,2955.0,219.0,1404.0,40.0,1794.0,55365.0,28827.0,35454.0,2317.0,21669,35.5,61317.0,52843.0,3014.0,178.0,1453.0,20.0,1810.0,56778.0,30291.0,36567.0,2225.0,223,35.4,62220.0,53879.0,2911.0,170.0,1669.0,10.0,1827.0,60567.0,32404.0,37412.0,1857.0,19613,35.3,62771.0,54003.0,3076.0,247.0,1655.0,0.0,1941.0,62265.0,34654.0,38770.0,1581.0
40,25835,41.7,26677.0,24134.0,175.0,28.0,1479.0,0.0,597.0,129188.0,77250.0,13055.0,534.0,78746,24800,41.5,26939.0,23716.0,181.0,29.0,1972.0,0.0,703.0,125327.0,77355.0,13107.0,598.0,27402,41.7,27506.0,23854.0,199.0,33.0,2034.0,106.0,993.0,128936.0,76782.0,13202.0,587.0,28965,40.9,27960.0,24195.0,181.0,17.0,2121.0,160.0,989.0,128556.0,78195.0,13609.0,554.0,32247,41.5,27928.0,24245.0,234.0,5.0,2197.0,196.0,845.0,128184.0,80898.0,13774.0,542.0,21670,41.7,27971.0,24341.0,177.0,17.0,2064.0,179.0,892.0,132551.0,82173.0,14083.0,547.0,17857,42.2,28268.0,24871.0,189.0,18.0,2106.0,141.0,752.0,136138.0,84115.0,13907.0,518.0,19598,42.1,28495.0,25335.0,253.0,10.0,2096.0,0.0,515.0,139951.0,84782.0,14191.0,570.0
41,25836,32.9,13179.0,7786.0,846.0,516.0,529.0,0.0,452.0,56357.0,29487.0,6911.0,479.0,78747,24801,33.1,14158.0,9101.0,847.0,634.0,734.0,0.0,360.0,57904.0,27794.0,7193.0,591.0,27403,32.4,15919.0,10747.0,1202.0,326.0,640.0,0.0,560.0,61599.0,27087.0,8050.0,480.0,28966,32.0,16753.0,12530.0,1079.0,313.0,462.0,0.0,753.0,62243.0,27708.0,8377.0,409.0,32248,31.8,18544.0,14846.0,1052.0,358.0,388.0,0.0,559.0,67313.0,26670.0,9262.0,303.0,21671,32.0,19876.0,15892.0,1392.0,205.0,480.0,16.0,837.0,75698.0,27284.0,10121.0,300.0,2136,32.1,20954.0,16339.0,1375.0,149.0,456.0,15.0,789.0,79500.0,27493.0,10730.0,345.0,18920,34.2,20166.0,14902.0,1272.0,128.0,628.0,10.0,547.0,81184.0,30099.0,10597.0,546.0
42,25837,31.8,37784.0,29989.0,1899.0,165.0,1184.0,44.0,1010.0,66661.0,32026.0,22543.0,1214.0,78748,24802,32.1,40290.0,32709.0,2140.0,36.0,1365.0,68.0,1288.0,65889.0,31270.0,23406.0,1520.0,27404,32.2,41710.0,35449.0,1872.0,61.0,1482.0,41.0,1253.0,66309.0,31940.0,23986.0,1952.0,28967,32.4,44907.0,36837.0,2381.0,55.0,1966.0,52.0,1857.0,68835.0,31912.0,26183.0,1681.0,32249,32.9,46679.0,38478.0,2202.0,56.0,2065.0,69.0,2110.0,70141.0,32018.0,27514.0,1401.0,21672,33.7,47966.0,39602.0,2423.0,157.0,2351.0,23.0,2285.0,72908.0,33717.0,28185.0,1336.0,17809,33.9,49142.0,40617.0,3015.0,145.0,2295.0,6.0,2038.0,74176.0,34595.0,29047.0,1098.0,19548,34.6,50997.0,41671.0,3229.0,160.0,2427.0,10.0,2443.0,77700.0,35891.0,30214.0,815.0
43,25838,34.8,33947.0,27816.0,1483.0,145.0,2461.0,17.0,971.0,79712.0,39161.0,19893.0,650.0,78749,24803,34.9,34391.0,28560.0,1292.0,146.0,2391.0,22.0,1146.0,80956.0,38495.0,19739.0,770.0,27405,36.2,34392.0,28926.0,1200.0,198.0,2364.0,17.0,1061.0,84907.0,39897.0,19549.0,811.0,28968,36.5,35183.0,29231.0,1194.0,168.0,2892.0,0.0,1191.0,84954.0,40471.0,19776.0,1103.0,32250,36.6,36210.0,30269.0,1009.0,153.0,3119.0,0.0,1243.0,89713.0,42215.0,20989.0,1093.0,21673,36.7,36478.0,30168.0,1191.0,126.0,3191.0,0.0,1256.0,87421.0,42911.0,21725.0,1191.0,2137,36.7,37453.0,30820.0,1185.0,68.0,3574.0,0.0,1377.0,92313.0,45232.0,22114.0,1143.0,18921,37.0,37774.0,30241.0,1623.0,40.0,4041.0,0.0,1426.0,98953.0,48575.0,22561.0,1092.0
44,25839,39.6,26734.0,20569.0,1303.0,32.0,2704.0,16.0,793.0,79685.0,45128.0,14467.0,935.0,78750,24804,39.5,27119.0,21697.0,853.0,18.0,2745.0,82.0,789.0,75958.0,43194.0,14391.0,925.0,27406,38.9,27012.0,21255.0,907.0,15.0,3097.0,67.0,800.0,76236.0,42397.0,14534.0,1031.0,28969,39.6,27912.0,22452.0,806.0,0.0,3111.0,54.0,934.0,73659.0,41418.0,14899.0,1125.0,33041,39.1,28626.0,22983.0,598.0,9.0,3529.0,22.0,1046.0,76285.0,42435.0,14969.0,1209.0,21674,38.7,29991.0,23354.0,659.0,106.0,4363.0,55.0,1185.0,79228.0,44050.0,15733.0,1062.0,2802,39.1,30758.0,22617.0,1206.0,142.0,5029.0,5.0,1386.0,81061.0,47248.0,16066.0,1148.0,17971,39.7,30847.0,22743.0,1286.0,135.0,4702.0,6.0,1533.0,91585.0,51125.0,16209.0,1056.0
45,25840,28.0,14526.0,12044.0,252.0,0.0,1027.0,0.0,647.0,37521.0,30867.0,9287.0,795.0,78751,24805,28.3,14340.0,12132.0,242.0,0.0,798.0,0.0,562.0,38624.0,31026.0,9231.0,888.0,27407,29.3,14045.0,11794.0,194.0,0.0,808.0,0.0,659.0,39032.0,33636.0,9279.0,908.0,28970,29.1,13838.0,11604.0,113.0,42.0,786.0,0.0,516.0,41279.0,36020.0,9091.0,894.0,33042,29.0,14441.0,12004.0,200.0,48.0,872.0,0.0,527.0,45726.0,37171.0,9668.0,710.0,21675,29.4,14648.0,12169.0,353.0,98.0,940.0,0.0,451.0,51567.0,39807.0,10014.0,624.0,2698,29.5,14949.0,12373.0,373.0,102.0,998.0,17.0,457.0,54129.0,42009.0,10305.0,531.0,19018,29.5,15805.0,13168.0,518.0,120.0,969.0,35.0,429.0,59926.0,46170.0,10877.0,449.0
46,25841,30.3,16494.0,11640.0,2192.0,69.0,382.0,0.0,284.0,33173.0,18983.0,9407.0,918.0,78752,24806,30.4,17170.0,11332.0,2607.0,158.0,493.0,0.0,269.0,33271.0,18706.0,9518.0,963.0,27408,30.2,18381.0,12439.0,2220.0,168.0,513.0,0.0,322.0,34716.0,18845.0,9979.0,929.0,28971,30.0,19639.0,12389.0,2366.0,204.0,631.0,0.0,360.0,37396.0,19943.0,10957.0,924.0,33043,30.3,20153.0,12291.0,2334.0,194.0,511.0,0.0,464.0,38841.0,20326.0,10947.0,845.0,21676,30.7,19902.0,12767.0,2180.0,118.0,274.0,0.0,375.0,38363.0,21632.0,10856.0,686.0,2732,30.4,20302.0,12808.0,1779.0,188.0,365.0,0.0,431.0,41486.0,24519.0,11573.0,524.0,19088,31.0,21324.0,12814.0,1995.0,379.0,454.0,0.0,601.0,45644.0,26276.0,12356.0,638.0
