"SAGDP9N Real GDP by state 1/"
"(Millions of chained 2012 dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"48000","Texas","67","        Waste management and remediation services",2039.0,2140.6,2259.8,2220.0,2452.2,2606.7,2558.2,2607.9,2987.2,3127.8,3203.8,3371.4,3337.7,3769.2,3465.0,3696.4,3727.6,3927.7,4175.9,3746.5,4070.0,"(NA)"
"48000","Texas","68","    Educational services, health care, and social assistance",57068.4,57618.3,59134.1,61361.6,63954.7,67634.9,68877.8,71294.1,70997.1,74243.5,74920.8,80202.8,85829.6,88526.5,90945.9,92472.4,94377.0,97856.1,103989.8,107322.8,109430.6,112624.9
"48000","Texas","69","      Educational services",5744.1,5760.1,6573.1,6871.4,7249.1,7173.6,7452.3,7876.4,7633.5,7723.1,7875.9,8489.0,9413.0,9912.8,10107.3,10159.3,10157.2,10303.9,10715.6,11193.6,11015.8,11051.5
"48000","Texas","70","      Health care and social assistance",51246.9,51772.7,52586.6,54524.4,56753.8,60440.6,61423.8,63434.8,63360.8,66499.0,67028.2,71698.8,76412.7,78616.4,80839.6,82313.1,84222.2,87561.9,93295.9,96143.7,98456.6,101639.7
"48000","Texas","71","        Ambulatory health care services",24400.1,24897.0,25345.3,26744.5,28139.2,30398.1,31149.4,32788.8,34315.9,36677.1,36926.2,39988.3,42402.6,43811.5,45506.4,46644.4,47873.9,50204.4,54266.6,56870.2,59042.5,"(NA)"
"48000","Texas","72","        Hospitals",19203.2,18927.7,18931.8,19329.0,19929.6,21160.5,21054.6,21301.4,19521.9,20033.3,20302.7,21608.8,23623.5,24175.9,24810.5,24861.8,25203.4,25779.3,27173.9,27186.5,27405.0,"(NA)"
"48000","Texas","73","        Nursing and residential care facilities",4924.7,4979.0,5148.0,5143.8,5108.7,5213.0,5348.3,5421.7,5361.4,5527.6,5483.4,5697.6,5938.0,6180.3,6238.7,6295.4,6425.7,6652.6,6779.7,6877.0,6795.6,"(NA)"
"48000","Texas","74","        Social assistance",2998.3,3228.9,3432.9,3511.3,3739.3,3791.9,3985.9,4006.6,4193.2,4278.2,4331.5,4411.2,4458.8,4455.6,4285.8,4511.4,4719.5,4933.7,5113.6,5308.2,5382.5,"(NA)"
"48000","Texas","75","    Arts, entertainment, recreation, accommodation, and food services",32305.0,34054.1,36534.5,38549.0,37273.4,38302.3,39152.7,39791.4,39617.4,42490.7,42381.3,41706.7,40123.3,41152.1,42333.8,43475.6,44210.1,48836.0,51422.8,51332.1,51798.6,53598.4
"48000","Texas","76","      Arts, entertainment, and recreation",5389.1,5285.0,5558.6,5681.8,5292.4,5818.1,5983.6,5806.6,5729.4,6014.7,6090.2,6173.0,6636.0,6565.7,7038.2,7265.7,7764.0,8482.3,9115.8,9829.7,10507.0,10881.8
"48000","Texas","77","        Performing arts, spectator sports, museums, and related activities",2605.0,2706.5,2865.7,2912.5,2843.4,3338.5,3409.6,3089.9,2807.2,2873.6,2778.0,2825.1,3351.5,3026.2,3468.5,3630.5,4139.7,4430.1,4974.1,5668.6,6187.4,"(NA)"
"48000","Texas","78","        Amusement, gambling, and recreation industries",2761.3,2578.0,2694.9,2769.6,2460.0,2508.2,2601.8,2730.8,2927.5,3145.3,3315.8,3351.5,3283.8,3546.0,3570.2,3635.2,3624.1,4052.4,4140.8,4157.7,4313.2,"(NA)"
"48000","Texas","79","      Accommodation and food services",26895.1,28766.4,30978.7,32882.9,32010.4,32492.1,33174.9,34011.6,33918.8,36519.3,36327.6,35558.9,33487.9,34590.1,35295.9,36209.9,36448.9,40355.1,42312.7,41530.5,41344.2,42771.5
"48000","Texas","80","        Accommodation",5327.9,5601.7,5937.3,6289.5,5821.3,5774.1,5815.4,6090.7,6061.7,7672.2,8450.6,7738.4,6079.4,6419.0,6926.4,7135.7,6758.2,8511.1,9240.0,8415.6,8246.3,"(NA)"
"48000","Texas","81","        Food services and drinking places",21570.0,23177.3,25065.9,26621.0,26256.5,26802.7,27453.7,28006.3,27943.6,28800.1,27721.6,27736.5,27411.0,28172.4,28369.7,29074.2,29689.8,31841.3,33070.0,33103.6,33084.3,"(NA)"
"48000","Texas","82","    Other services (except government and government enterprises)",27734.7,29946.8,30404.4,30903.0,27668.1,28215.8,27386.0,27381.9,27883.9,28603.3,28599.0,27883.5,26956.9,26674.5,26484.9,27658.4,28006.8,29618.6,29709.4,29104.3,28934.7,30288.1
"48000","Texas","83","  Government and government enterprises",117088.9,117428.3,120089.0,124319.9,126534.7,130813.6,133530.4,132945.6,134966.6,136564.1,140127.9,144370.6,148437.8,151144.5,149539.6,151562.4,151467.6,151659.5,154876.5,158587.0,160229.3,161014.9
"48000","Texas","84","    Federal civilian",19780.6,20354.3,20289.2,20684.2,20153.6,20552.4,20800.2,21350.4,21407.0,21666.1,21945.8,22396.1,22995.5,24096.1,24009.6,23891.4,23259.4,23339.9,24177.6,24925.7,25632.7,"(NA)"
